Date,Evening Peak (MW),Peak Shortage (MW),Energy Met (MU),Hydro Gen (MU),Wind Gen (MU),Solar Gen (MU)*,Energy Shortage (MU),Maximum Demand (MW),Max Demand Timestamp,Import Scheduled (MU),Import Actual (MU),OD/UD (MU),Central Outage (MW),State Outage (MW),Total Outage (MW),Coal (MU),Lignite (MU),Hydro (MU),Nuclear (MU),"Gas, Naptha & Diesel (MU)","RES (Wind, Solar, Biomass & Others) (MU)",Total (MU),RE Share (%),Non-fossil Share (%),FVA,Frequency (<49.7),Frequency (49.7 - 49.8),Frequency (49.8 - 49.9),Frequency (< 49.9),Frequency (49.9 - 50.05),Frequency (> 50.05),Region DDF,States DDF,SolarHR Max Demand (MW),Non-SolarHR Max Demand (MW),SolarHR Max Demand Time,Non-SolarHR Max Demand Time,SolarHR Shortage (MW),Non-SolarHR Shortage (MW)
4/19/2025,219508,140,4895.86,380.46,326.76,498.53,1.75568,220282,19:46,-0.01,-9.308,-9.298,21941.64,21524.5,43466.14,3689.12,80.67,380.46,169.17,74.54,870.9,5264.86,16.5417504,26.98134423,0.097,0.52,2.58,11.31,14.41,60.03,25.56,1.057,1.082,214209,220282,15:47,19:46,0,0
