Date,Evening Peak (MW),Peak Shortage (MW),Energy Met (MU),Hydro Gen (MU),Wind Gen (MU),Solar Gen (MU)*,Energy Shortage (MU),Maximum Demand (MW),Max Demand Timestamp,Import Scheduled (MU),Import Actual (MU),OD/UD (MU),Central Outage (MW),State Outage (MW),Total Outage (MW),Coal (MU),Lignite (MU),Hydro (MU),Nuclear (MU),"Gas, Naptha & Diesel (MU)","RES (Wind, Solar, Biomass & Others) (MU)",Total (MU),RE Share (%),Non-fossil Share (%)
4/19/2025,70366,0,1705.2,38.32,210.36,143.75,1.14,75497,16:18,-251.21,-213.66,37.55,9780.6,7766.5,17547.1,1524.19,16.35,38.32,64.87,29.72,357.9,2031.35,17.61882492,22.69869791
