Date,Bhutan (MU),Nepal (MU),Bangladesh(MU),Godda (Bangladesh) (MU),Bhutan Peak (MW),Nepal Peak (MW),Bangladesh Peak (MW),Godda (Bangladesh) Peak (MW)
4/19/2025,-0.37,-3.636,-23.992,-23.769,-60,-137.616,-1028,-1384.07
