Date,Evening Peak (MW),Peak Shortage (MW),Energy Met (MU),Hydro Gen (MU),Wind Gen (MU),Solar Gen (MU)*,Energy Shortage (MU),Maximum Demand (MW),Max Demand Timestamp,Import Scheduled (MU),Import Actual (MU),OD/UD (MU),Central Outage (MW),State Outage (MW),Total Outage (MW),Coal (MU),Lignite (MU),Hydro (MU),Nuclear (MU),"Gas, Naptha & Diesel (MU)","RES (Wind, Solar, Biomass & Others) (MU)",Total (MU),RE Share (%),Non-fossil Share (%)
4/19/2025,3041,0,58.61,11.73,-,1.14,0,3207,18:35,14.68,14.21,-0.47,511,139,650,12.85,0,11.73,0,23.83,1.15,49.56,2.320419693,25.98870056
