Date,Evening Peak (MW),Peak Shortage (MW),Energy Met (MU),Hydro Gen (MU),Wind Gen (MU),Solar Gen (MU)*,Energy Shortage (MU),Maximum Demand (MW),Max Demand Timestamp,Import Scheduled (MU),Import Actual (MU),OD/UD (MU),Central Outage (MW),State Outage (MW),Total Outage (MW),Coal (MU),Lignite (MU),Hydro (MU),Nuclear (MU),"Gas, Naptha & Diesel (MU)","RES (Wind, Solar, Biomass & Others) (MU)",Total (MU),RE Share (%),Non-fossil Share (%)
4/19/2025,66619,140,1328,227.68,47.15,207.32,0.54,66954,20:54,98.16,70.94,-27.22,3944.04,7194,11138.04,783.15,19.49,227.68,33.45,12.19,266.31,1342.27,,
