DateID,CountryID,TotalEnergyExchanged,PeakExchange
502,1,41.6,2077.0
502,2,16.3,782.8
502,3,-23.5,-999.0
502,5,-18.1,-766.0
503,1,41.7,1997.0
503,2,16.1,736.9
503,3,-22.4,-993.0
503,5,-18.1,-768.0
504,1,42.3,2120.0
504,2,17.7,775.8
504,3,-21.7,-959.0
504,5,-18.2,-771.0
505,1,42.6,1978.0
505,2,18.0,812.9
505,3,-23.0,-989.0
505,5,-18.2,-767.0
506,1,40.8,1963.0
506,2,17.4,832.7
506,3,-23.2,-991.0
506,5,-18.1,-768.0
507,1,42.7,1946.0
507,2,17.4,829.5
507,3,-22.6,-977.0
507,5,-18.1,-771.0
508,1,42.0,1937.7
508,2,17.4,806.0
508,3,-22.3,-968.0
508,5,-18.4,-776.8
509,1,37.9,1950.2
509,2,17.5,816.5
509,3,-21.8,-955.0
509,5,-18.2,-769.9
510,1,40.7,2279.0
510,2,17.4,817.8
510,3,-22.5,-980.0
510,5,-18.2,-773.0
511,1,41.2,1962.0
511,2,17.6,822.4
511,3,-22.9,-985.0
511,5,-18.2,-768.0
512,1,41.8,1949.0
512,2,15.7,724.0
512,3,-23.1,-974.0
512,5,-18.2,-768.0
513,1,44.3,1899.0
513,2,15.6,730.9
513,3,-23.0,-985.0
513,5,-18.1,-882.1
514,1,38.0,1880.0
514,2,15.8,774.1
514,3,-23.2,-977.0
514,5,-26.8,-1410.3
515,1,35.7,1990.0
515,2,16.7,783.1
515,3,-22.4,-977.0
515,5,-28.9,-1541.0
516,1,36.3,1866.0
516,2,19.1,876.6
516,3,-22.9,-1006.0
516,5,-28.9,-1536.0
517,1,34.9,1694.2
517,2,18.0,884.1
517,3,-22.7,-987.0
517,5,-23.5,-1514.1
518,1,31.9,1673.0
518,2,18.5,923.8
518,3,-22.3,-989.0
518,5,-29.3,-1535.0
519,1,38.8,1923.4
519,2,17.0,899.1
519,3,-21.6,-966.0
519,5,-32.7,-1538.0
520,1,41.6,1954.0
520,2,18.4,856.7
520,3,-21.8,-978.0
520,5,-34.2,-1540.0
521,1,39.9,1951.0
521,2,17.4,822.0
521,3,-21.9,-991.0
521,5,-33.6,-1527.0
522,1,38.5,1912.0
522,2,15.2,833.0
522,3,-21.9,-982.0
522,5,-34.7,-1532.2
523,1,40.7,2004.0
523,2,18.4,922.2
523,3,-21.8,-974.0
523,5,-28.9,-1480.5
524,1,42.3,1999.0
524,2,19.7,988.3
524,3,-22.3,-1003.0
524,5,-28.4,-1041.0
525,1,41.2,2040.0
525,2,19.8,923.0
525,3,-22.9,-980.0
525,5,-24.4,-1033.0
526,1,42.6,1972.0
526,2,18.3,911.5
526,3,-23.1,-975.0
526,5,-24.4,-1033.0
527,1,42.4,1914.0
527,2,17.1,847.9
527,3,-23.0,-983.0
527,5,-24.5,-1073.0
528,1,41.8,1840.0
528,2,18.5,841.4
528,3,-23.3,-992.0
528,5,-24.5,-1046.0
529,1,41.7,2121.0
529,2,16.2,800.2
529,3,-23.0,-997.0
529,5,-24.5,-1042.0
530,1,40.3,1933.0
530,2,15.1,815.0
530,3,-22.6,-988.0
530,5,-24.9,-1132.4
531,1,40.1,1865.0
531,2,16.8,841.6
531,3,-18.6,-987.0
531,5,-24.9,-1126.4
532,1,42.2,1934.0
532,2,17.0,1002.9
532,3,-12.1,-529.0
532,5,-22.1,-1115.8
533,1,42.7,1937.6
533,2,17.2,844.7
533,3,-16.7,-983.0
533,5,-21.8,-1131.3
534,1,43.8,2036.0
534,2,17.6,877.7
534,3,-19.4,-989.0
534,5,-21.8,-1117.0
535,1,44.6,1981.6
535,2,20.8,932.0
535,3,-23.3,-990.0
535,5,-25.0,-1128.0
536,1,39.2,1953.0
536,2,19.0,919.1
536,3,-22.8,-1007.0
536,5,-24.9,-1137.0
537,1,36.0,1952.0
537,2,18.0,865.6
537,3,-22.3,-997.0
537,5,-24.9,-1135.0
538,1,36.2,1975.0
538,2,17.8,866.0
538,3,-22.6,-986.0
538,5,-24.9,-1123.1
539,1,40.8,1875.0
539,2,18.9,940.5
539,3,-21.9,-971.0
539,5,-24.5,-1124.0
540,1,39.2,1943.0
540,2,11.2,781.5
540,3,-12.3,-541.0
540,5,-24.9,-1122.3
541,1,35.4,1787.0
541,2,15.4,820.9
541,3,-12.2,-536.0
541,5,-24.9,-1124.9
542,1,40.7,1911.4
542,2,15.5,876.8
542,3,-21.4,-984.0
542,5,-25.0,-1130.0
543,1,37.6,1901.0
543,2,17.8,904.1
543,3,-23.2,-992.0
543,5,-24.9,-1122.0
544,1,43.9,2034.3
544,2,19.7,909.6
544,3,-23.0,-966.0
544,5,-24.4,-1136.0
545,1,42.9,1939.0
545,2,18.5,947.0
545,3,-23.2,-988.0
545,5,-23.4,-1134.0
546,1,37.7,1928.0
546,2,5.0,382.5
546,3,-23.4,-983.0
546,5,-24.0,-1126.6
547,1,43.4,1943.0
547,2,7.0,335.1
547,3,-23.5,-993.0
547,5,-25.0,-1133.3
548,1,42.4,1975.0
548,2,6.1,305.0
548,3,-23.3,-989.0
548,5,-27.6,-1538.0
549,1,42.7,1986.0
549,2,5.6,323.3
549,3,-22.9,-997.0
549,5,-25.1,-1394.0
550,1,42.7,1913.0
550,2,6.7,413.2
550,3,-23.3,-999.0
550,5,-24.9,-1126.0
551,1,42.7,1939.0
551,2,8.1,457.6
551,3,-22.9,-981.0
551,5,-24.9,-1132.0
552,1,42.8,1916.0
552,2,8.0,385.6
552,3,-22.8,-979.0
552,5,-23.2,-1231.0
553,1,41.9,1921.6
553,2,8.0,500.4
553,3,-23.0,-971.0
553,5,-22.5,-1137.0
554,1,43.8,1954.0
554,2,8.0,409.2
554,3,-23.4,-522.0
554,5,-24.9,-1124.0
555,1,43.8,1954.0
555,2,7.8,366.7
555,3,-23.4,-996.0
555,5,-24.9,-1133.6
556,1,40.4,1934.0
556,2,7.5,386.4
556,3,-23.5,-994.0
556,5,-25.0,-1121.0
557,1,44.1,1932.0
557,2,6.7,407.9
557,3,-19.2,-1005.0
557,5,-25.0,-1123.4
558,1,42.3,2002.5
558,2,9.9,502.1
558,3,-13.2,-563.0
558,5,-25.8,-1233.0
559,1,41.4,1948.0
559,2,10.0,529.7
559,3,-14.1,-893.0
559,5,-25.9,-1241.0
560,1,37.0,1711.2
560,2,11.9,652.1
560,3,-22.4,-1005.0
560,5,-25.8,-1229.0
561,1,33.2,1584.1
561,2,12.7,616.6
561,3,-23.6,-1003.0
561,5,-25.0,-1198.0
562,1,30.6,1465.0
562,2,11.7,627.5
562,3,-23.8,-1016.0
562,5,-24.9,-1135.0
563,1,32.3,1538.0
563,2,11.0,567.9
563,3,-24.0,-1020.0
563,5,-24.9,-1132.7
564,1,31.5,1479.5
564,2,10.5,580.7
564,3,-23.1,-1011.0
564,5,-25.0,-1129.0
565,1,28.4,1293.5
565,2,9.7,535.6
565,3,-23.7,-1021.0
565,5,-24.7,-1127.0
566,1,27.7,1442.0
566,2,10.0,507.7
566,3,-23.0,-1026.0
566,5,-25.0,-1126.0
567,1,24.9,1155.0
567,2,9.3,541.5
567,3,-14.6,-823.0
567,5,-24.9,-1122.0
568,1,24.4,1176.0
568,2,9.7,567.1
568,3,-24.5,-1028.0
568,5,-25.0,-1131.0
569,1,22.1,1227.0
569,2,9.8,524.3
569,3,-24.4,-1033.0
569,5,-25.0,-1120.0
570,1,20.2,1040.0
570,2,9.6,446.7
570,3,-24.2,-1032.0
570,5,-24.6,-1119.7
571,1,17.8,928.0
571,2,8.1,458.8
571,3,-24.0,-1026.0
571,5,-24.4,-1029.0
572,1,18.0,899.8
572,2,8.0,457.2
572,3,-23.9,-1018.0
572,5,-24.3,-1029.0
573,1,16.8,915.0
573,2,9.6,488.3
573,3,-21.7,-1009.0
573,5,-22.6,-1021.5
574,1,19.5,1054.0
574,2,11.2,576.1
574,3,-23.8,-1020.0
574,5,-22.9,-1025.0
575,1,15.5,795.0
575,2,9.5,521.3
575,3,-23.9,-1007.0
575,5,-24.8,-1202.0
576,1,13.7,739.0
576,2,8.5,467.3
576,3,-23.9,-1017.0
576,5,-24.4,-1062.0
577,1,13.2,690.0
577,2,8.6,480.3
577,3,-23.5,-1004.0
577,5,-24.4,-1030.0
578,1,12.3,657.0
578,2,7.4,426.6
578,3,-24.0,-1024.0
578,5,-24.5,-1046.7
579,1,11.4,616.0
579,2,10.2,584.0
579,3,-23.9,-1024.0
579,5,-14.1,-1044.6
580,1,12.2,650.3
580,2,10.4,604.2
580,3,-23.7,-1020.0
580,5,-17.5,-725.8
581,1,11.9,748.0
581,2,10.6,518.1
581,3,-23.5,-1021.0
581,5,-17.4,-726.9
582,1,10.4,574.0
582,2,11.1,514.0
582,3,-23.8,-1014.0
582,5,-17.2,-734.0
583,1,9.3,512.0
583,2,10.4,516.3
583,3,-23.1,-1018.0
583,5,-17.2,-727.0
584,1,8.6,504.8
584,2,12.7,550.7
584,3,-23.5,-997.0
584,5,-17.2,-734.4
585,1,9.1,560.0
585,2,11.1,622.4
585,3,-23.4,-983.0
585,5,-17.1,-736.4
586,1,8.2,491.9
586,2,12.1,558.2
586,3,-23.4,-984.0
586,5,-16.4,-723.0
587,1,7.9,563.0
587,2,12.0,576.2
587,3,-23.2,-975.0
587,5,-12.2,-511.0
588,1,6.2,407.1
588,2,12.1,563.1
588,3,-23.2,-978.0
588,5,-12.2,-514.0
589,1,7.7,443.5
589,2,10.9,574.8
589,3,-23.1,-986.0
589,5,-12.2,-511.0
590,1,4.2,368.0
590,2,9.7,521.1
590,3,-23.5,-1008.0
590,5,-12.2,-515.0
591,1,4.6,284.0
591,2,9.3,538.4
591,3,-23.8,-1030.0
591,5,-13.5,-741.0
592,1,3.6,277.0
592,2,7.7,509.2
592,3,-23.5,-1002.0
592,5,-17.8,-766.0
593,1,3.2,268.9
593,2,8.1,507.4
593,3,-23.8,-1007.0
593,5,-18.0,-995.0
594,1,3.4,240.0
594,2,7.0,498.3
594,3,-23.9,-1028.0
594,5,-18.1,-767.0
595,1,4.8,267.0
595,2,7.2,396.0
595,3,-23.6,-1029.0
595,5,-13.9,-760.0
596,1,3.4,233.0
596,2,6.5,465.3
596,3,-23.6,-994.0
596,5,-15.7,-766.0
597,1,3.6,224.0
597,2,5.9,462.5
597,3,-23.4,-987.0
597,5,-15.1,-761.7
598,1,0.9,150.3
598,2,4.4,416.0
598,3,-22.9,-990.0
598,5,-17.4,-762.9
599,1,1.0,95.5
599,2,3.8,392.4
599,3,-23.2,-982.0
599,5,-16.4,-762.0
600,1,1.0,138.4
600,2,3.4,388.5
600,3,-23.3,-985.0
600,5,-14.4,-766.0
601,1,0.0,11.0
601,2,3.6,391.7
601,3,-23.2,-975.0
601,5,-13.3,-773.0
602,1,-0.5,-40.0
602,2,5.5,377.6
602,3,-23.2,-973.0
602,5,-13.6,-1141.0
603,1,-1.1,-135.0
603,2,3.4,390.6
603,3,-23.2,-984.0
603,5,-15.9,-1154.0
604,1,-1.1,-56.0
604,2,3.2,354.6
604,3,-23.2,-1001.0
604,5,-12.3,-968.0
605,1,-1.4,-115.6
605,2,2.4,339.3
605,3,-23.5,-995.0
605,5,-14.1,-759.1
606,1,-1.6,-268.0
606,2,2.1,355.1
606,3,-23.5,-1045.0
606,5,-12.7,-952.0
607,1,-1.2,-306.4
607,2,1.5,278.5
607,3,-23.5,-990.0
607,5,-13.3,-996.0
608,1,-2.5,-267.8
608,2,1.9,282.8
608,3,-21.6,-991.0
608,5,-12.1,-715.9
609,1,-2.8,-340.4
609,2,2.2,305.0
609,3,-21.5,-996.0
609,5,-14.2,-767.0
610,1,-3.2,-282.0
610,2,1.1,248.5
610,3,-12.3,-654.0
610,5,-14.4,-766.0
611,1,-3.4,-263.0
611,2,0.0,189.8
611,3,-11.9,-509.0
611,5,-16.4,-769.0
612,1,-3.7,-341.1
612,2,-0.5,-85.2
612,3,-11.5,-508.0
612,5,-9.0,-764.0
613,1,-3.6,-366.6
613,2,-1.1,-218.4
613,3,-11.2,-479.0
613,5,-17.0,-763.0
614,1,-3.6,-424.0
614,2,0.3,56.0
614,3,-11.9,-550.0
614,5,-15.1,-764.0
615,1,-4.4,-445.0
615,2,0.2,58.0
615,3,-12.8,-555.0
615,5,-13.3,-765.0
616,1,-3.9,-442.5
616,2,-0.1,58.0
616,3,-12.8,-550.0
616,5,-13.6,-762.0
617,1,-4.6,-407.0
617,2,-0.2,-159.4
617,3,-12.0,-550.0
617,5,-15.3,-766.2
618,1,-4.8,-510.0
618,2,1.2,-213.6
618,3,-11.6,-497.0
618,5,-15.9,768.9
619,1,-5.4,-561.0
619,2,1.2,225.3
619,3,-11.7,-499.0
619,5,-15.7,766.4
620,1,-5.9,-522.2
620,2,1.2,216.6
620,3,-11.7,-500.0
620,5,-15.9,-766.4
621,1,-7.5,-454.2
621,2,-2.8,-247.0
621,3,-12.5,-561.0
621,5,-13.8,-761.2
622,1,-5.7,-500.0
622,2,1.1,-178.3
622,3,-12.8,-550.0
622,5,-12.0,-717.0
623,1,-5.6,-522.0
623,2,-2.7,-153.0
623,3,-12.8,-547.0
623,5,-13.5,-771.0
624,1,-6.3,-513.1
624,2,-3.2,-255.0
624,3,-12.8,-548.0
624,5,-14.3,-766.0
625,1,-6.2,-432.4
625,2,-3.7,-224.0
625,3,-13.8,-812.0
625,5,-13.1,-769.0
626,1,-6.1,-414.0
626,2,2.4,-263.0
626,3,-21.9,-992.0
626,5,-13.9,-771.0
627,1,-6.3,-497.0
627,2,2.5,292.0
627,3,-21.7,-984.0
627,5,-12.3,-769.0
628,1,-6.5,-371.8
628,2,-4.6,-300.0
628,3,-21.8,-982.0
628,5,-13.1,-766.9
629,1,-8.4,-474.0
629,2,-5.0,-331.0
629,3,-20.0,-992.0
629,5,-11.9,-669.3
630,1,-7.2,-507.3
630,2,-5.5,-357.9
630,3,-20.9,-974.0
630,5,-12.4,-748.3
631,1,-7.0,-564.0
631,2,-5.8,-538.4
631,3,-21.7,-1016.0
631,5,-14.9,-768.0
632,1,-7.1,-503.0
632,2,-6.2,-549.3
632,3,-21.9,-1020.0
632,5,-16.4,-775.0
633,1,-7.5,-572.0
633,2,-5.5,-450.1
633,3,-22.4,-1039.0
633,5,-15.7,-769.0
634,1,-7.9,-554.0
634,2,-1.2,-353.6
634,3,-22.2,-1009.0
634,5,-14.0,-771.0
635,1,-8.2,-541.0
635,2,-3.9,-421.7
635,3,-22.3,-1003.0
635,5,-14.0,-763.0
636,1,-6.8,-601.8
636,2,-4.0,-351.7
636,3,-20.3,-998.0
636,5,-11.3,-612.3
637,1,-9.4,-532.3
637,2,-4.5,-292.0
637,3,-21.3,-986.0
637,5,-11.8,-762.7
638,1,-8.8,-691.2
638,2,-2.2,-154.1
638,3,-22.0,-990.0
638,5,-13.8,-766.0
639,1,-3.7,-473.5
639,2,-6.1,-475.7
639,3,-20.7,-989.0
639,5,-13.7,-769.0
640,1,-4.9,-421.0
640,2,-6.2,-446.9
640,3,-20.6,-1003.0
640,5,-14.4,-768.0
641,1,-4.4,-412.4
641,2,-6.3,-480.6
641,3,-19.2,-999.0
641,5,-12.8,-767.0
642,1,-6.1,-573.0
642,2,-5.7,-387.0
642,3,-19.9,-999.0
642,5,-13.6,-765.2
643,1,-4.3,-399.0
643,2,-6.9,-483.0
643,3,-20.8,-1006.0
643,5,-15.1,-767.6
644,1,-4.2,-442.0
644,2,-6.3,-481.2
644,3,-20.7,-1003.0
644,5,-13.7,-768.0
645,1,-5.0,-400.8
645,2,-7.5,-526.0
645,3,-21.0,-998.0
645,5,-13.5,-761.0
646,1,-4.9,-433.0
646,2,-7.7,-543.0
646,3,-22.3,-1028.0
646,5,-14.6,-764.0
647,1,-5.0,-450.0
647,2,-7.6,-542.6
647,3,-22.2,-1036.0
647,5,-12.3,-768.0
648,1,-3.6,-341.0
648,2,-6.6,-467.3
648,3,-20.5,-993.0
648,5,-12.6,-761.0
649,1,-4.8,-381.0
649,2,-7.1,-449.0
649,3,-21.2,-991.0
649,5,-13.4,-762.0
650,1,-4.3,-358.0
650,2,-7.6,-496.4
650,3,-21.8,-993.0
650,5,-15.8,-767.3
651,1,-4.1,-319.7
651,2,-6.7,-454.2
651,3,-22.2,-996.0
651,5,-15.9,-766.2
652,1,-3.9,-288.0
652,2,-7.9,-435.4
652,3,-22.4,-996.0
652,5,-14.5,-761.0
653,1,-4.7,-410.0
653,2,-7.2,-430.2
653,3,-22.3,-999.0
653,5,-11.5,-730.0
654,1,-4.7,-381.7
654,2,-8.3,-486.4
654,3,-22.5,-998.0
654,5,0.1,50.9
655,1,-4.5,-335.0
655,2,-8.2,-482.2
655,3,-21.2,-1001.0
655,5,-11.1,-659.8
656,1,-5.0,-346.4
656,2,-8.7,-497.0
656,3,-21.8,-1032.0
656,5,-12.0,-768.0
657,1,-4.5,-140.2
657,2,-10.6,-580.9
657,3,-22.5,-1028.0
657,5,-12.2,-711.0
658,1,-4.8,-280.0
658,2,-8.7,-486.8
658,3,-22.7,-1037.0
658,5,-12.4,-746.6
659,1,-5.3,-331.0
659,2,-8.7,-612.0
659,3,-22.9,-1006.0
659,5,-13.6,-766.6
660,1,-6.1,-454.0
660,2,-8.5,-630.0
660,3,-22.8,-1012.0
660,5,-13.5,-763.0
661,1,-4.5,-299.0
661,2,-9.0,-571.0
661,3,-22.4,-997.0
661,5,-15.1,-767.0
662,1,-5.1,-440.0
662,2,-10.7,-628.5
662,3,-21.8,-1007.0
662,5,-12.4,-758.0
663,1,-6.2,-492.0
663,2,-9.9,-560.4
663,3,-22.0,-1002.0
663,5,-14.1,-818.0
664,1,-6.1,-483.5
664,2,-9.1,155.7
664,3,-22.9,-1013.0
664,5,-14.1,-759.0
665,1,-6.4,-422.0
665,2,-10.2,-569.6
665,3,-23.0,-1013.0
665,5,-14.4,-772.0
666,1,-6.6,-514.0
666,2,-9.3,-543.0
666,3,-22.5,-1018.0
666,5,-14.8,-765.9
667,1,-6.7,-481.0
667,2,-2.3,-83.1
667,3,-23.1,-1016.0
667,5,-14.7,-807.0
668,1,-7.0,-426.5
668,2,-9.3,-531.0
668,3,-21.9,-1020.0
668,5,-14.8,-770.0
669,1,-6.6,-524.0
669,2,-10.3,-589.9
669,3,-20.8,-1020.0
669,5,-14.8,-764.0
670,1,-7.0,-518.0
670,2,-9.4,-594.0
670,3,-21.2,-1005.0
670,5,-15.4,-744.0
671,1,-6.9,-514.3
671,2,-10.5,-607.2
671,3,-21.6,-1003.0
671,5,-16.3,-763.0
672,1,-7.3,-684.8
672,2,-11.3,-582.7
672,3,-22.1,-1018.0
672,5,-15.3,-1150.0
673,1,-7.4,-490.6
673,2,-10.9,-943.7
673,3,-22.0,-1011.0
673,5,-16.0,-1148.0
674,1,-7.5,-558.0
674,2,-9.7,-578.9
674,3,-21.7,-986.0
674,5,-15.9,-1150.9
675,1,-7.7,-522.0
675,2,-11.3,-599.9
675,3,-21.7,-990.0
675,5,-16.6,-1152.5
676,1,-7.4,-509.0
676,2,-11.5,-624.9
676,3,-21.2,-998.0
676,5,-16.3,-1149.1
677,1,-7.8,-537.0
677,2,-10.8,-602.3
677,3,-22.2,-999.0
677,5,-15.7,-824.0
678,1,-8.4,-641.0
678,2,-11.5,-611.0
678,3,-22.9,-1004.0
678,5,-16.0,-770.0
679,1,-8.3,-451.0
679,2,-11.3,-641.1
679,3,-22.5,-992.0
679,5,-16.3,-762.0
680,1,-7.9,-557.0
680,2,-11.6,-653.9
680,3,-22.6,-998.0
680,5,-15.5,-766.0
681,1,-8.5,-487.4
681,2,-12.0,-603.1
681,3,-23.2,-1047.0
681,5,-17.2,-770.0
682,1,-8.2,-571.5
682,2,-11.5,-749.6
682,3,-23.4,-1025.0
682,5,-17.0,-767.0
683,1,-7.9,-584.9
683,2,-12.3,-701.3
683,3,-22.9,-1004.0
683,5,-17.5,-763.8
684,1,-7.8,-531.6
684,2,-12.4,-648.6
684,3,-22.3,-1002.0
684,5,-14.5,-765.1
685,1,-7.8,-555.0
685,2,-10.2,-691.3
685,3,-23.2,-1022.0
685,5,-16.2,-769.0
686,1,-6.8,-542.3
686,2,-13.3,-735.2
686,3,-23.1,-1022.0
686,5,-17.6,-771.0
687,1,-7.7,-700.0
687,2,-12.8,-782.5
687,3,-23.3,-1033.0
687,5,-17.7,-764.0
688,1,-9.1,-500.6
688,2,-13.1,-702.7
688,3,-24.2,-1034.0
688,5,-18.2,-767.6
689,1,-8.5,-520.0
689,2,-13.1,327.0
689,3,-24.2,-1039.0
689,5,-18.2,-765.8
690,1,-10.5,-522.7
690,2,-13.4,-695.0
690,3,-23.2,-1018.0
690,5,-17.6,-768.5
691,1,-7.9,-476.0
691,2,-10.8,-641.5
691,3,-22.7,-1023.0
691,5,-16.8,-768.4
692,1,-7.9,-459.0
692,2,-12.9,-679.0
692,3,-23.9,-1020.0
692,5,-17.6,-767.0
693,1,-7.2,-375.0
693,2,-12.8,-745.2
693,3,-24.0,-1024.0
693,5,-17.2,-771.0
694,1,-6.6,-578.0
694,2,-13.4,-735.9
694,3,-23.9,-1028.0
694,5,-17.5,-764.0
695,1,-7.0,-551.0
695,2,-10.6,-567.4
695,3,-23.8,-1027.0
695,5,-8.2,-760.6
696,1,-7.4,-602.0
696,2,-12.2,-627.0
696,3,-24.1,-1032.0
696,5,-16.7,-766.0
697,1,-6.4,-490.0
697,2,-11.5,-620.0
697,3,-18.4,-1022.0
697,5,-17.6,-765.0
698,1,-6.2,-448.0
698,2,-10.2,-510.1
698,3,-24.1,-1035.0
698,5,-15.9,-763.3
699,1,-5.5,-516.0
699,2,-11.5,-661.9
699,3,-24.2,-1042.0
699,5,-19.2,-1372.4
700,1,-5.0,-426.0
700,2,-11.9,-693.3
700,3,-24.0,-1055.0
700,5,-28.0,-1374.0
701,1,-4.6,-431.0
701,2,-12.5,-711.8
701,3,-23.6,-1005.0
701,5,-20.8,-1121.0
702,1,-5.0,-517.0
702,2,-13.1,-722.8
702,3,-23.7,-1007.0
702,5,-21.1,-1127.0
703,1,-5.5,-478.0
703,2,-13.4,-753.7
703,3,-23.6,-1003.0
703,5,-21.4,-1219.0
704,1,-5.7,-474.0
704,2,-12.7,-704.0
704,3,-23.4,-1000.0
704,5,-19.8,-924.0
705,1,-6.3,-547.0
705,2,-11.2,-685.0
705,3,-23.4,-997.0
705,5,-22.7,-1283.0
706,1,-6.4,-483.2
706,2,-12.36,-662.0
706,3,-23.7,-1014.0
706,5,-25.1,-1368.0
707,1,-6.5,-543.0
707,2,-13.7,-733.3
707,3,-23.8,-1012.0
707,5,-25.8,-1371.6
708,1,-6.4,-502.4
708,2,-13.6,-764.8
708,3,-23.8,-1013.0
708,5,-28.1,-1372.0
709,1,-5.1,-440.0
709,2,-12.1,-731.1
709,3,-23.7,-1018.0
709,5,-28.0,-1384.0
710,1,-4.4,-588.0
710,2,-9.6,-538.3
710,3,-23.8,-1016.0
710,5,-28.6,-1367.6
711,1,-2.6,-320.8
711,2,-4.5,-280.3
711,3,-23.9,-1025.0
711,5,-29.4,-1372.3
712,1,-5.9,-453.1
712,2,-6.3,-427.3
712,3,-23.9,-1024.0
712,5,-29.9,-1370.7
713,1,-4.5,-380.9
713,2,-10.3,-750.0
713,3,-24.0,-1028.0
713,5,-31.3,-1383.7
714,1,-2.3,-344.0
714,2,-10.3,-748.4
714,3,-23.9,-1015.0
714,5,-27.6,-1376.1
715,1,-3.1,-239.0
715,2,-12.3,-784.0
715,3,-23.8,-1017.0
715,5,-28.0,-1521.7
716,1,-4.1,-353.0
716,2,-11.5,-884.9
716,3,-23.7,-1006.0
716,5,-28.6,-1376.0
717,1,-3.9,-386.6
717,2,-12.3,-884.4
717,3,-23.5,-1007.0
717,5,-29.6,-1368.0
718,1,-4.9,-373.0
718,2,-12.8,-926.4
718,3,-23.5,-1006.0
718,5,-21.7,-1264.0
719,1,-4.8,-507.0
719,2,-11.6,-747.0
719,3,-23.4,-1001.0
719,5,-21.8,-1356.0
720,1,-3.8,-372.3
720,2,-10.96,-820.0
720,3,-23.6,-1009.0
720,5,-22.1,-1082.0
721,1,-5.7,-538.0
721,2,-12.59,-866.0
721,3,-23.8,-1016.0
721,5,-24.5,-1324.0
722,1,-6.6,-458.0
722,2,-12.3,-855.6
722,3,-23.9,-1022.0
722,5,-24.3,-1373.3
723,1,-6.2,-400.0
723,2,-10.9,-966.9
723,3,-23.4,-1009.0
723,5,-25.8,-1373.2
724,1,-3.8,-243.0
724,2,-12.3,-836.1
724,3,-23.3,-988.0
724,5,-31.0,-1580.0
725,1,-2.7,-235.9
725,2,-12.8,-834.5
725,3,-23.2,-976.0
725,5,-29.6,-1380.0
726,1,-4.6,-345.0
726,2,-11.7,-773.3
726,3,-22.9,-984.0
726,5,-27.9,-1376.0
727,1,-2.8,-342.0
727,2,-12.9,-862.1
727,3,-22.9,-972.0
727,5,-23.0,-1368.0
728,1,-2.1,-273.6
728,2,-11.3,-899.3
728,3,-22.7,-969.0
728,5,-20.4,-1015.0
729,1,-2.7,-128.0
729,2,-13.5,-898.0
729,3,-22.7,-963.0
729,5,-22.6,-1374.0
730,1,-3.8,-386.0
730,2,-13.4,-894.0
730,3,-22.5,-959.0
730,5,-26.7,-1366.7
731,1,-4.2,-457.0
731,2,-12.8,-869.7
731,3,-22.3,-951.0
731,5,-28.9,-1391.3
732,1,-3.0,-407.3
732,2,-12.5,-911.1
732,3,-22.4,-976.0
732,5,-26.3,-1370.7
733,1,-4.4,-441.0
733,2,-12.4,-738.4
733,3,-23.0,-975.0
733,5,-28.5,-1383.0
734,1,-6.3,-601.0
734,2,-13.5,-841.2
734,3,-23.2,-994.0
734,5,-30.8,-1377.0
735,1,-5.9,-592.0
735,2,-14.6,-927.7
735,3,-23.0,-982.0
735,5,-26.9,-1375.0
736,1,-6.1,-541.0
736,2,-15.1,-864.6
736,3,-23.1,-981.0
736,5,-23.2,-1379.0
737,1,-5.6,-525.0
737,2,-13.5,-870.4
737,3,-23.1,-988.0
737,5,-18.0,-763.0
738,1,-4.3,-410.0
738,2,-8.6,-582.7
738,3,-23.3,-998.0
738,5,-18.0,-766.2
739,1,-0.5,-264.0
739,2,-9.3,-862.8
739,3,-22.9,-973.0
739,5,-14.4,-764.7
740,1,-1.9,-402.2
740,2,-10.1,-708.0
740,3,-22.9,-980.0
740,5,-1.9,-741.0
741,1,0.7,390.0
741,2,-12.6,-761.5
741,3,-23.0,-975.0
741,5,-16.8,-770.0
742,1,-3.0,-275.0
742,2,-9.8,-633.4
742,3,-22.9,-985.0
742,5,-17.8,-772.0
743,1,-5.3,-429.0
743,2,-12.8,-792.0
743,3,-22.9,-981.0
743,5,-20.1,-1381.0
744,1,-5.7,-521.0
744,2,-6.6,-347.5
744,3,-22.5,-956.0
744,5,-29.4,-1377.0
745,1,-5.2,-564.0
745,2,-11.9,-688.0
745,3,-22.0,-936.0
745,5,-22.3,-1230.1
746,1,-4.5,-225.0
746,2,-5.4,-248.3
746,3,-23.6,-1018.0
746,5,-20.3,-982.0
747,1,-0.4,-60.0
747,2,-3.6,-137.6
747,3,-24.0,-1028.0
747,5,-23.8,-1384.1
748,1,1.6,354.0
748,2,-13.3,-801.1
748,3,-24.3,-1037.0
748,5,-28.8,-1374.0
749,1,0.4,-183.0
749,2,-13.5,-830.0
749,3,-23.6,-1023.0
749,5,-30.7,-1384.0
750,1,0.3,-11.0
750,2,-12.4,-865.3
750,3,-22.8,-1021.0
750,5,-31.8,-1376.0
751,1,12.3,888.0
751,2,-11.8,-902.6
751,3,-22.6,-982.0
751,5,-32.1,-1385.0
752,1,2.6,190.0
752,2,-12.1,-932.5
752,3,-22.8,-987.0
752,5,-32.6,-1375.9
753,1,2.6,316.0
753,2,-13.4,-969.9
753,3,-22.2,-991.0
753,5,-32.1,-1388.6
