DateID,CountryID,TotalEnergyExchanged,PeakExchange
254,5,-14.8,-1142.0
255,1,-6.7,-510.0
255,2,-2.1,-215.5
255,3,-20.9,-1028.0
255,5,-16.3,-1162.0
256,1,-7.3,-278.0
256,2,-3.3,252.0
256,3,-20.8,-1023.0
256,5,-15.4,-760.5
257,1,-7.7,-447.0
257,2,-3.7,-258.0
257,3,-20.5,-1022.0
257,5,-17.5,-1006.6
258,1,-7.5,-485.0
258,2,-3.8,-243.0
258,3,-16.4,-923.0
258,5,-11.0,-618.0
259,1,-5.6,-417.0
259,2,-2.8,-179.0
259,3,-18.4,-1016.0
259,5,-10.5,-546.0
260,1,-3.5,-310.0
260,2,-3.3,-224.0
260,3,-21.3,-1027.0
260,5,-11.1,-602.0
261,1,-6.6,-312.9
261,2,-4.6,-288.0
261,3,-20.5,-1036.0
261,5,-10.6,-566.0
262,1,-6.6,-449.0
262,2,-4.9,320.0
262,3,-20.2,-1038.0
262,5,-10.9,-599.0
263,1,-7.8,-537.0
263,2,-5.1,-405.0
263,3,-19.5,-1008.0
263,5,-15.0,-755.0
264,1,-7.8,-485.0
264,2,-4.5,263.0
264,3,-19.3,-964.0
264,5,-15.5,-760.0
265,1,-7.5,-496.0
265,2,-5.4,-332.0
265,3,-16.6,-948.0
265,5,-14.5,-765.2
266,1,-8.3,-560.0
266,2,-3.8,-207.0
266,3,-19.3,-1051.0
266,5,-15.2,-764.0
267,1,-8.9,-521.0
267,2,-4.1,-264.0
267,3,-21.7,-1040.0
267,5,-15.4,-770.0
268,1,-8.1,-534.0
268,2,-4.7,-274.0
268,3,-19.3,-981.0
268,5,-15.4,-762.0
269,1,-8.8,-670.9
269,2,-3.8,-192.3
269,3,-21.3,-1055.0
269,5,-16.0,-767.0
270,1,-8.1,-683.0
270,2,-3.7,-344.0
270,3,-21.4,-1039.0
270,5,-16.0,-767.0
271,1,-9.4,-699.0
271,2,-4.8,-423.0
271,3,-21.1,-1026.0
271,5,-16.6,-767.0
272,1,-8.9,-668.0
272,2,-4.4,-311.0
272,3,-17.2,-922.0
272,5,-15.8,-767.4
273,1,-10.8,-671.0
273,2,-4.0,-224.0
273,3,-18.9,-1038.0
273,5,-15.4,-772.3
274,1,-10.1,-675.0
274,2,-4.2,-304.0
274,3,-21.4,-1039.0
274,5,-15.6,-770.3
275,1,-10.4,-731.0
275,2,-5.8,-328.0
275,3,-17.5,-904.0
275,5,-15.5,-771.0
276,1,-10.0,-656.9
276,2,-5.7,-372.0
276,3,-19.6,-907.0
276,5,-15.6,-763.0
277,1,-8.9,-728.0
277,2,-6.1,-323.0
277,3,-21.2,-904.0
277,5,-15.1,-769.0
278,1,-8.8,-655.2
278,2,-6.2,-463.0
278,3,-20.7,-1026.0
278,5,-15.4,-766.8
279,1,-9.0,-693.6
279,2,-6.3,-463.0
279,3,-16.7,-942.0
279,5,-15.4,-769.0
280,1,-9.8,-684.0
280,2,-6.3,-341.0
280,3,-18.9,-1023.0
280,5,-15.6,-769.3
281,1,-10.7,-692.0
281,2,-7.2,-391.0
281,3,-16.6,-907.0
281,5,-11.1,-769.6
282,1,-10.1,-677.0
282,2,-7.4,-382.0
282,3,-19.5,-1039.0
282,5,-15.0,-770.0
283,1,-10.1,-729.0
283,2,-7.7,-403.0
283,3,-20.8,-1027.0
283,5,-16.1,-773.0
284,1,-10.4,-705.6
284,2,-7.9,-428.0
284,3,-20.8,-1041.0
284,5,-16.0,-782.0
285,1,-10.4,-550.8
285,2,-9.1,-400.0
285,3,-20.8,-1042.0
285,5,-17.2,-766.0
286,1,-9.3,-578.0
286,2,-7.7,-482.0
286,3,-16.8,-1072.0
286,5,-15.6,-767.0
287,1,-9.3,-574.0
287,2,-7.8,-376.0
287,3,-18.9,-1039.0
287,5,-15.8,-770.0
288,1,-12.8,-731.0
288,2,-8.4,-465.0
288,3,-22.0,-938.0
288,5,-16.4,-764.8
289,1,-12.1,-1086.8
289,2,-8.8,-366.0
289,3,-21.4,-1046.0
289,5,-17.4,-904.8
290,1,-10.6,-700.0
290,2,-8.1,-413.0
290,3,-20.7,-1013.0
290,5,-25.7,-1334.3
291,1,-10.6,-706.5
291,2,-9.2,-417.0
291,3,-18.6,-884.0
291,5,-26.4,-1386.9
292,1,-11.1,-701.2
292,2,-8.1,-443.7
292,3,-18.8,-895.0
292,5,-28.5,-1437.0
293,1,-10.3,-659.0
293,2,-9.1,-477.7
293,3,-15.6,-890.0
293,5,-30.0,-1423.9
294,1,-9.1,-694.0
294,2,-9.6,-418.6
294,3,-17.2,-899.0
294,5,-33.1,-1524.0
295,1,-12.6,-679.0
295,2,-9.9,-599.1
295,3,-18.4,-894.0
295,5,-32.1,-1234.0
296,1,-9.5,-603.2
296,2,-9.5,-618.9
296,3,-18.4,-913.0
296,5,-29.4,-1438.2
297,1,-8.5,-590.6
297,2,-9.5,-619.0
297,3,-19.4,-1035.0
297,5,-28.6,-1476.0
298,1,-4.7,-598.0
298,2,-9.6,-359.0
298,3,-20.6,-1050.0
298,5,-29.4,-1483.0
299,1,-4.4,-475.5
299,2,-11.3,-668.0
299,3,-20.7,-1056.0
299,5,-30.3,-1384.0
300,1,-5.5,-492.0
300,2,-12.6,-673.1
300,3,-17.3,-1049.0
300,5,-27.4,-1344.0
301,1,-7.9,-523.0
301,2,-11.0,-553.0
301,3,-20.2,-1054.0
301,5,-25.5,-1333.0
302,1,-8.3,-521.0
302,2,-12.1,-628.8
302,3,-21.3,-1055.0
302,5,-28.3,-1332.0
303,1,-8.4,-636.0
303,2,-10.8,-593.6
303,3,-20.9,-1049.0
303,5,-28.1,-1325.0
304,1,-7.3,-563.0
304,2,-11.7,-688.1
304,3,-20.8,-1054.0
304,5,-28.9,-1332.0
305,1,-7.3,-603.0
305,2,-11.3,-588.0
305,3,-20.9,-1073.0
305,5,-19.1,-1322.0
306,1,-8.4,-609.2
306,2,-11.2,-336.9
306,3,-21.3,-1063.0
306,5,-18.2,-770.0
307,1,-7.1,-503.0
307,2,-12.0,-331.4
307,3,-19.8,-1049.0
307,5,-18.2,-770.0
308,1,-9.4,-611.9
308,2,-12.2,-473.1
308,3,-21.1,-1054.0
308,5,-17.3,-767.7
309,1,-8.7,-603.0
309,2,-13.4,-573.8
309,3,-22.1,-1053.0
309,5,-17.3,-773.2
310,1,-10.3,-675.0
310,2,-12.9,-583.5
310,3,-22.2,-1061.0
310,5,-17.7,-765.0
311,1,-10.7,-742.0
311,2,-12.7,-581.5
311,3,-22.1,-1053.0
311,5,-17.3,-773.0
312,1,-9.0,-665.6
312,2,-11.7,553.8
312,3,-22.1,-1068.0
312,5,-19.7,-1123.5
313,1,-9.1,-683.3
313,2,-11.7,-645.0
313,3,-22.0,-1054.0
313,5,-28.0,-1397.0
314,1,-9.4,-650.0
314,2,-12.5,-647.2
314,3,-20.2,-1040.0
314,5,-20.4,-978.0
315,1,-14.0,-592.0
315,2,-11.2,-512.5
315,3,-24.2,-1055.0
315,5,-26.1,-1375.0
316,1,-11.1,-675.8
316,2,-12.9,-612.8
316,3,-22.9,-1053.0
316,5,-26.7,-1255.0
317,1,-12.4,-653.4
317,2,-12.1,-568.1
317,3,-21.2,-1059.0
317,5,-27.5,-1328.8
318,1,-10.4,-651.0
318,2,-12.6,-627.3
318,3,-21.0,-1059.0
318,5,-28.3,-1376.0
319,1,-9.4,-512.0
319,2,-14.1,-698.1
319,3,-21.3,-1064.0
319,5,-27.8,-1280.0
320,1,-9.5,-400.0
320,2,-12.8,-578.0
320,3,-21.1,-1049.0
320,5,-28.9,-1473.0
321,1,-9.3,-527.5
321,2,-13.6,-561.7
321,3,-20.2,-1021.0
321,5,-27.0,-1328.0
322,1,-6.2,-624.0
322,2,-12.1,-560.5
322,3,-19.2,-1034.0
322,5,-28.0,-1379.0
323,1,-10.0,-614.0
323,2,-13.5,-504.3
323,3,-15.2,-1038.0
323,5,-28.9,-1421.0
324,1,-10.9,-623.9
324,2,-13.2,-883.6
324,3,-21.4,-1043.0
324,5,-29.9,-1409.0
325,1,-11.4,-528.0
325,2,-12.5,-509.8
325,3,-21.9,-1042.0
325,5,-30.2,-1421.0
326,1,-7.5,-511.0
326,2,-12.8,-579.4
326,3,-20.2,-1028.0
326,5,-26.0,-1275.2
327,1,-9.0,-617.2
327,2,-9.8,-561.5
327,3,-21.5,-1052.0
327,5,-24.3,-1235.9
328,1,-8.0,-624.0
328,2,-11.9,-512.4
328,3,-21.0,-1048.0
328,5,-22.9,-1212.5
329,1,-9.0,-618.0
329,2,-10.4,-223.9
329,3,-21.4,-1047.0
329,5,-25.3,-1370.0
330,1,-9.2,-636.0
330,2,-13.6,-234.0
330,3,-22.1,-1044.0
330,5,-25.1,-1320.3
331,1,-8.7,-585.3
331,2,-14.1,-270.2
331,3,-16.2,-1049.0
331,5,-21.4,-1123.7
332,1,-12.6,-674.5
332,2,-14.6,-572.9
332,3,-12.5,-633.0
332,5,-26.6,-1373.6
333,1,-10.5,-674.7
333,2,-15.0,-565.2
333,3,-17.4,-1055.0
333,5,-27.0,-1425.0
334,1,-11.2,-684.0
334,2,-14.6,-624.0
334,3,-22.2,-1064.0
334,5,-26.2,-1422.0
335,1,-6.0,-635.0
335,2,-14.1,-763.7
335,3,-21.0,-1045.0
335,5,-24.5,-1223.0
336,1,-7.0,-616.9
336,2,-12.5,-519.5
336,3,-21.9,-1062.0
336,5,-24.0,-1318.0
337,1,-5.7,-492.6
337,2,-11.2,-757.2
337,3,-22.9,-1070.0
337,5,-26.6,-1420.0
338,1,-5.5,-643.0
338,2,-13.2,-596.0
338,3,-23.1,-1066.0
338,5,-25.4,-1369.0
339,1,-7.9,-677.0
339,2,-10.5,-321.3
339,3,-21.2,-1080.0
339,5,-24.2,-1272.0
340,1,-7.5,-593.0
340,2,-13.6,-606.9
340,3,-22.7,-1075.0
340,5,-25.4,-1340.0
341,1,-10.9,-595.0
341,2,-11.7,-675.2
341,3,-22.3,-1066.0
341,5,-26.0,-1418.3
342,1,-10.4,-549.0
342,2,-14.0,-632.2
342,3,-22.1,-1057.0
342,5,-22.4,-1223.0
343,1,-9.6,-572.0
343,2,-12.9,-657.3
343,3,-22.0,-1072.0
343,5,-24.8,-1428.7
344,1,-10.8,-664.5
344,2,-10.3,-368.7
344,3,-24.6,-1073.0
344,5,-28.7,-1420.0
345,1,-10.3,-568.1
345,2,-14.3,-643.3
345,3,-21.9,-943.0
345,5,-28.5,-1475.0
346,1,-10.3,-511.0
346,2,-14.4,-699.8
346,3,-24.7,-1079.0
346,5,-29.4,-1429.0
347,1,-9.7,-634.0
347,2,-14.9,-631.4
347,3,-24.6,-1095.0
347,5,-32.2,-1556.0
348,1,-11.1,-623.5
348,2,-13.6,-739.9
348,3,-24.6,-1075.0
348,5,-24.8,-1407.6
349,1,-10.5,-624.4
349,2,-15.0,-683.1
349,3,-20.0,-1057.0
349,5,-24.0,-1035.7
350,1,-10.2,-652.8
350,2,-12.7,-584.4
350,3,-24.3,-1073.0
350,5,-24.3,-1039.3
351,1,-11.1,-622.0
351,2,-12.8,-827.6
351,3,-24.7,-1089.0
351,5,-23.3,-1029.0
352,1,-10.1,-537.8
352,2,-12.8,-379.6
352,3,-25.0,-1097.0
352,5,-23.9,-1023.0
353,1,-11.1,-662.0
353,2,-13.3,-703.1
353,3,-24.7,-1078.0
353,5,-24.2,-1030.8
354,1,-11.6,-696.0
354,2,-15.6,-653.5
354,3,-25.2,-1099.0
354,5,-21.6,-1045.0
355,1,-5.1,-506.0
355,2,-11.9,-577.2
355,3,-24.6,-1075.0
355,5,-21.1,-1020.0
356,1,-1.7,-328.0
356,2,-13.8,-584.7
356,3,-22.8,-1077.0
356,5,-20.7,-1021.0
357,1,-4.1,-302.0
357,2,-11.4,-557.7
357,3,-24.9,-1093.0
357,5,-21.1,-1030.5
358,1,-5.3,-537.0
358,2,-8.4,-474.8
358,3,-24.7,-1101.0
358,5,-22.5,-1043.0
359,1,-6.6,-373.0
359,2,-4.9,-272.0
359,3,-23.7,-1107.0
359,5,-22.9,-1026.0
360,1,-1.7,-194.0
360,2,-4.7,-283.0
360,3,-23.6,-1086.0
360,5,-21.8,-1035.0
361,1,-5.7,-571.4
361,2,-9.8,-526.5
361,3,-24.4,-1074.0
361,5,-22.5,-1042.1
362,1,-9.3,-606.0
362,2,-11.2,-503.8
362,3,-24.5,-1108.0
362,5,-23.8,-1034.0
363,1,-6.6,-493.0
363,2,-11.6,-521.0
363,3,-24.5,-1074.0
363,5,-22.8,-1029.0
364,1,-4.4,-447.0
364,2,-11.3,-467.0
364,3,-24.9,-1093.0
364,5,-23.9,-1032.0
365,1,-4.2,-361.0
365,2,-8.5,-525.2
365,3,-23.9,-1117.0
365,5,-23.1,-1033.0
366,1,-1.3,-363.0
366,2,-10.0,-639.0
366,3,-23.1,-1095.0
366,5,-24.1,-1031.0
367,1,0.5,-232.0
367,2,-10.3,-782.5
367,3,-20.2,-1084.0
367,5,-24.4,-1031.0
368,1,-2.4,-334.8
368,2,-10.1,-412.9
368,3,-24.1,-1087.2
368,5,-24.4,-1039.6
369,1,-3.2,-459.0
369,2,-10.3,-710.7
369,3,-22.3,-1100.9
369,5,-24.4,-1026.1
370,1,-4.8,-498.0
370,2,-11.8,-862.0
370,3,-22.9,-1131.1
370,5,-29.1,-1299.0
371,1,-3.3,-441.0
371,2,-11.7,-805.0
371,3,-23.3,-1075.4
371,5,-31.6,-1399.0
372,1,-2.6,-441.2
372,2,-12.1,-792.3
372,3,-24.2,-1070.0
372,5,-33.5,-1430.0
373,1,-3.3,-350.8
373,2,-12.5,-789.1
373,3,-24.2,-1055.0
373,5,-25.9,-1430.0
374,1,-5.3,-663.0
374,2,-12.6,-832.9
374,3,-22.7,-1061.0
374,5,-23.4,-1412.0
375,1,-6.3,-659.0
375,2,-10.4,-842.8
375,3,-24.8,-1054.0
375,5,-20.4,-1031.0
376,1,-6.7,-523.0
376,2,-13.2,-869.7
376,3,-20.8,-1049.0
376,5,-19.7,-890.2
377,1,-6.3,-548.6
377,2,-10.0,-778.0
377,3,-20.0,-1043.0
377,5,-20.6,-994.0
378,1,-6.3,-562.0
378,2,-7.4,-300.7
378,3,-23.4,-1052.0
378,5,-23.8,-1425.0
379,1,-6.2,-645.0
379,2,-12.2,-807.5
379,3,-24.0,-1061.0
379,5,-24.6,-1344.0
380,1,-3.9,-570.0
380,2,-12.6,-729.0
380,3,-24.4,-1070.0
380,5,-26.4,-1426.0
381,1,-3.5,-200.0
381,2,-12.0,-1037.3
381,3,-24.3,-1074.0
381,5,-25.4,-1417.0
382,1,6.4,333.0
382,2,-11.6,-704.7
382,3,-23.9,-1066.0
382,5,-25.6,-1415.0
383,1,4.5,427.0
383,2,-9.5,-673.1
383,3,-24.3,-1072.0
383,5,-25.0,-1330.0
384,1,0.9,109.0
384,2,-9.7,-741.6
384,3,-24.1,-1060.0
384,5,-23.9,-1314.7
385,1,1.0,237.0
385,2,-5.9,-411.7
385,3,-24.4,-1066.0
385,5,-27.1,-1436.8
386,1,2.9,341.0
386,2,-10.6,-706.3
386,3,-24.5,-1082.0
386,5,-30.6,-1487.0
387,1,2.4,217.0
387,2,-11.2,-718.5
387,3,-23.6,-1080.0
387,5,-32.4,-1511.0
388,1,-1.4,-224.0
388,2,-10.5,-730.0
388,3,-23.4,-1076.0
388,5,-32.3,-1518.1
389,1,-0.9,-108.3
389,2,-8.4,-667.4
389,3,-23.5,-1073.0
389,5,-32.4,-1514.5
390,1,-3.0,-223.0
390,2,-12.3,-732.9
390,3,-23.5,-1087.0
390,5,-31.7,-1514.0
391,1,-3.5,-309.0
391,2,-11.0,-764.4
391,3,-23.1,-1067.0
391,5,-22.8,-1521.0
392,1,-4.8,-352.0
392,2,-9.5,-777.1
392,3,-23.1,-1094.0
392,5,-29.7,-1513.0
393,1,-2.2,-39.1
393,2,-9.5,-778.9
393,3,-22.9,-1060.0
393,5,-24.2,-1519.2
394,1,-3.1,-613.0
394,2,-13.1,-808.0
394,3,-18.3,-1055.0
394,5,-20.1,-1571.0
395,1,-2.3,-280.0
395,2,-13.6,-805.0
395,3,-22.8,-1049.0
395,5,-30.5,-1455.0
396,1,1.0,268.6
396,2,-11.8,-733.6
396,3,-23.0,-1082.0
396,5,-30.0,-1457.4
397,1,-3.1,-220.9
397,2,-14.0,-816.0
397,3,-23.2,-1085.0
397,5,-18.7,-1255.0
398,1,-3.3,-298.0
398,2,-13.9,-835.3
398,3,-22.8,-1082.0
398,5,-19.7,-1182.0
399,1,-4.3,-540.0
399,2,-8.5,-713.3
399,3,-23.4,-1087.9
399,5,-17.9,-755.0
400,1,-4.0,-347.0
400,2,-10.9,-726.8
400,3,-22.0,-1064.0
400,5,-16.2,-753.0
401,1,-4.0,-355.0
401,2,-11.6,-752.9
401,3,-22.1,-1058.0
401,5,-12.7,-627.4
402,1,-3.7,-263.0
402,2,-11.4,-728.8
402,3,-20.6,-1048.0
402,5,-12.1,-684.0
403,1,-3.2,-238.0
403,2,-9.5,-624.7
403,3,-20.4,-1049.0
403,5,-12.4,-703.0
404,1,-3.8,-370.5
404,2,-11.5,-724.9
404,3,-13.5,-795.0
404,5,-14.7,-757.4
405,1,-3.8,-317.0
405,2,-11.6,-734.8
405,3,-10.1,-607.0
405,5,-12.6,-755.6
406,1,-3.7,-518.0
406,2,-11.0,-701.9
406,3,-20.6,-1036.0
406,5,-12.3,-761.0
407,1,-3.5,-377.0
407,2,-8.0,-600.4
407,3,-22.8,-1062.0
407,5,-13.0,-722.4
408,1,-2.7,-144.0
408,2,-8.9,-544.8
408,3,-22.8,-1048.0
408,5,-14.1,-1132.0
409,1,-3.3,-354.0
409,2,-11.3,-610.0
409,3,-22.7,-1052.0
409,5,-17.5,-1142.0
410,1,-2.1,-334.0
410,2,-11.9,-814.0
410,3,-23.0,-1063.0
410,5,-18.0,-1153.0
411,1,-1.3,187.0
411,2,-11.7,-812.6
411,3,-23.2,-1073.0
411,5,-12.5,-1064.0
412,1,-1.2,-198.7
412,2,-12.8,-816.0
412,3,-23.5,-1069.0
412,5,-15.4,-767.4
413,1,-1.4,-159.4
413,2,-11.1,-747.5
413,3,-22.9,-1071.0
413,5,-16.1,-771.7
414,1,3.0,187.0
414,2,-9.2,-673.2
414,3,-22.9,-1058.0
414,5,-16.5,-770.0
415,1,3.1,293.0
415,2,-8.3,-717.1
415,3,-22.8,-1061.0
415,5,-15.0,-771.0
416,1,2.5,334.0
416,2,-9.2,-724.4
416,3,-22.8,-1055.0
416,5,-15.4,-766.0
417,1,3.9,251.0
417,2,-8.8,-577.3
417,3,-22.6,-1054.0
417,5,-16.6,-767.0
418,1,3.4,291.0
418,2,-6.8,-529.9
418,3,-22.6,-1053.0
418,5,-17.7,-775.0
419,1,1.7,205.0
419,2,-10.3,-731.5
419,3,-22.4,-1040.0
419,5,-25.6,-1445.0
420,1,1.9,243.9
420,2,-8.4,-616.9
420,3,-22.3,-1040.0
420,5,-30.9,-1427.0
421,1,8.0,555.9
421,2,-3.7,87.7
421,3,-22.3,-1027.0
421,5,-31.1,-1337.5
422,1,8.1,652.0
422,2,-3.4,-476.2
422,3,-11.7,-1025.0
422,5,-17.8,-1222.0
423,1,9.5,680.0
423,2,3.9,238.7
423,3,-14.0,-1021.0
423,5,-15.1,-767.0
424,1,13.9,737.0
424,2,0.0,55.5
424,3,-22.0,-1032.0
424,5,-22.6,-1441.1
425,1,4.4,463.0
425,2,-5.9,-642.8
425,3,-22.6,-1033.0
425,5,-28.5,-1440.8
426,1,2.2,369.0
426,2,-1.7,260.1
426,3,-22.0,-1029.0
426,5,-26.6,-1403.0
427,1,3.4,275.0
427,2,-0.6,26.4
427,3,-23.3,-1066.0
427,5,-30.2,-1401.0
428,1,1.4,168.3
428,2,-0.5,200.5
428,3,-23.4,-1033.0
428,5,-31.4,-1472.0
429,1,1.5,175.0
429,2,-3.6,-489.4
429,3,-23.1,-1023.0
429,5,-30.1,-1446.6
430,1,2.2,291.0
430,2,-0.1,107.7
430,3,-23.6,-1036.0
430,5,-30.2,-1443.0
431,1,7.6,518.0
431,2,-2.0,52.3
431,3,-23.3,-1033.0
431,5,-31.0,-1476.0
432,1,2.6,125.0
432,2,-0.7,132.4
432,3,-23.7,-1043.0
432,5,-30.8,-1477.5
433,1,1.9,207.0
433,2,-4.1,-472.3
433,3,-23.4,-1038.0
433,5,-28.4,-1451.4
434,1,1.1,205.0
434,2,-3.2,-433.9
434,3,-23.5,-1038.0
434,5,-30.0,-1484.0
435,1,2.2,158.0
435,2,-3.6,-348.6
435,3,-23.7,-1039.0
435,5,-31.5,-1478.0
436,1,1.5,153.0
436,2,-1.9,-34.2
436,3,-23.3,-1030.0
436,5,-29.7,-1471.0
437,1,1.7,229.1
437,2,-0.3,35.4
437,3,-23.4,-1040.0
437,5,-31.8,-1435.0
438,1,6.3,393.3
438,2,1.0,445.1
438,3,-23.7,-1034.0
438,5,-33.3,-1486.0
439,1,15.7,1278.4
439,2,1.3,267.7
439,3,-23.3,-1037.0
439,5,-32.5,-1480.0
440,1,23.6,1440.0
440,2,2.7,338.5
440,3,-18.4,-1030.0
440,5,-29.6,-1469.5
441,1,18.4,1055.0
441,2,4.4,240.8
441,3,-23.1,-1027.0
441,5,-30.2,-1450.9
442,1,21.7,1587.0
442,2,5.2,381.0
442,3,-23.0,-1027.0
442,5,-24.0,-1376.0
443,1,23.8,1521.0
443,2,4.8,428.0
443,3,-24.0,-1047.0
443,5,-25.4,-1341.0
444,1,22.7,1209.0
444,2,6.5,397.0
444,3,-24.3,-1031.0
444,5,-22.3,-1322.3
445,1,22.6,1260.0
445,2,10.2,681.9
445,3,-24.0,-1024.0
445,5,-12.3,-746.9
446,1,32.7,1717.0
446,2,12.1,676.0
446,3,-24.1,-1043.0
446,5,-11.2,-614.0
447,1,30.8,1786.0
447,2,11.0,483.0
447,3,-24.2,-1023.0
447,5,-12.7,-760.0
448,1,22.6,1214.2
448,2,11.1,608.3
448,3,-24.4,-1029.0
448,5,-15.7,-764.0
449,1,22.5,1213.0
449,2,9.4,552.9
449,3,-24.4,-1034.0
449,5,-15.1,-758.0
450,1,26.1,1802.0
450,2,5.9,352.0
450,3,-24.6,-1033.0
450,5,-8.9,-380.0
451,1,34.5,1813.0
451,2,8.9,561.1
451,3,-24.6,-1038.0
451,5,-9.0,-380.0
452,1,34.4,1691.7
452,2,9.7,692.1
452,3,-24.5,-1038.0
452,5,-9.0,-566.0
453,1,33.4,1708.0
453,2,10.8,645.8
453,3,-24.2,-1027.0
453,5,-9.9,-760.5
454,1,29.2,1659.4
454,2,11.4,628.0
454,3,-24.0,-1031.0
454,5,-6.2,-759.0
455,1,36.1,1752.3
455,2,11.8,635.3
455,3,-24.3,-1031.0
455,5,0.5,25.0
456,1,36.2,1748.0
456,2,13.3,536.0
456,3,-24.3,-1039.0
456,5,0.8,50.8
457,1,33.9,1621.0
457,2,13.6,705.3
457,3,-24.5,-1031.0
457,5,-11.1,-763.8
458,1,35.2,1678.0
458,2,14.4,721.8
458,3,-24.5,-1032.0
458,5,-24.8,-1513.0
459,1,37.0,1704.0
459,2,15.0,734.6
459,3,-18.9,-1020.0
459,5,-31.1,-1431.0
460,1,34.0,1660.0
460,2,14.2,621.0
460,3,-23.9,-1025.0
460,5,-29.3,-1431.2
461,1,35.4,1675.4
461,2,14.6,731.9
461,3,-23.9,-1027.0
461,5,-17.0,-1181.0
462,1,34.3,1697.0
462,2,8.0,718.0
462,3,-24.4,-1077.0
462,5,-16.8,-755.0
463,1,40.5,1864.7
463,2,14.9,780.1
463,3,-24.7,-1039.0
463,5,-27.3,-1527.0
464,1,40.0,1858.8
464,2,16.5,511.5
464,3,-24.3,-1032.0
464,5,-33.0,-1527.4
465,1,38.9,1844.1
465,2,15.3,757.9
465,3,-24.4,-1036.0
465,5,-33.6,-1526.0
466,1,37.9,1835.0
466,2,16.9,753.0
466,3,-24.4,-1030.0
466,5,-33.7,-1528.1
467,1,40.4,1901.0
467,2,16.8,795.6
467,3,-24.5,-1043.0
467,5,-33.4,-1527.2
468,1,40.4,2172.9
468,2,17.9,791.4
468,3,-24.3,-1039.0
468,5,-29.2,-1378.0
469,1,39.2,2119.3
469,2,17.9,858.1
469,3,-24.3,-1035.0
469,5,-27.4,-1370.0
470,1,37.7,1980.0
470,2,17.3,829.1
470,3,-24.4,-1029.0
470,5,-27.2,-1149.0
471,1,36.5,1725.5
471,2,16.2,717.5
471,3,-24.2,-1028.0
471,5,-27.3,-1149.0
472,1,39.1,1932.7
472,2,16.0,861.5
472,3,-24.4,-1030.0
472,5,-27.3,-1151.0
473,1,42.7,2049.0
473,2,16.7,797.9
473,3,-24.5,-1035.0
473,5,-27.3,-1147.0
474,1,38.7,1952.0
474,2,15.3,723.3
474,3,-24.5,-1039.0
474,5,-26.6,-1153.1
475,1,43.3,2012.0
475,2,15.5,809.7
475,3,-24.4,-1037.0
475,5,-25.6,-1317.4
476,1,36.6,1963.7
476,2,17.0,783.1
476,3,-24.8,-1024.0
476,5,-28.6,-1372.0
477,1,36.5,2200.8
477,2,15.7,773.7
477,3,-24.4,-1029.0
477,5,-24.8,-1369.5
478,1,40.3,1941.0
478,2,16.3,791.9
478,3,-24.1,-1023.0
478,5,-22.1,-1115.0
479,1,42.0,1959.0
479,2,16.0,792.8
479,3,-23.9,-1010.0
479,5,-22.3,-1288.0
480,1,36.6,1993.0
480,2,15.8,751.8
480,3,-24.1,-1017.0
480,5,-30.8,-1519.3
481,1,41.9,2018.0
481,2,15.4,769.7
481,3,-24.1,-1022.0
481,5,-33.8,-1531.0
482,1,40.8,2254.0
482,2,14.9,752.7
482,3,-19.1,-1026.0
482,5,-31.9,-1465.8
483,1,41.6,1927.0
483,2,15.7,768.7
483,3,-24.1,-1021.0
483,5,-32.9,-1518.3
484,1,40.6,1912.0
484,2,14.0,703.6
484,3,-24.4,-1036.0
484,5,-33.5,-1522.0
485,1,41.5,1996.4
485,2,13.4,725.5
485,3,-24.3,-1030.0
485,5,-35.1,-1525.2
486,1,41.0,2036.0
486,2,14.6,690.1
486,3,-24.1,-1037.0
486,5,-33.2,-1535.0
487,1,36.8,1996.0
487,2,14.2,698.2
487,3,-23.8,-1036.0
487,5,-27.2,-1524.0
488,1,37.4,1849.6
488,2,12.7,686.0
488,3,-24.3,-1040.0
488,5,-27.2,-1525.2
489,1,36.2,1852.8
489,2,14.7,767.9
489,3,-24.2,-1020.0
489,5,-19.9,-1084.0
490,1,38.2,1852.0
490,2,16.2,754.7
490,3,-23.9,-1028.0
490,5,-23.8,-1252.8
491,1,42.5,1861.0
491,2,14.1,716.8
491,3,-24.1,-1021.0
491,5,-30.2,-1519.0
492,1,42.2,1940.2
492,2,14.0,672.1
492,3,-24.2,-1023.0
492,5,-24.0,-1231.4
493,1,42.4,1970.1
493,2,14.8,733.9
493,3,-24.2,-1023.0
493,5,-24.7,-1226.3
494,1,29.0,1763.7
494,2,16.9,816.4
494,3,-24.2,-1034.0
494,5,-26.4,-1329.6
495,1,37.9,1764.0
495,2,14.3,724.8
495,3,-23.6,-1033.0
495,5,-29.2,-1516.0
496,1,41.8,1950.0
496,2,17.1,808.2
496,3,-24.0,-1015.0
496,5,-31.0,-1527.5
497,1,42.6,1960.0
497,2,16.1,826.1
497,3,-23.2,-1004.0
497,5,-33.3,-1524.0
498,1,41.1,1986.0
498,2,12.1,773.0
498,3,-23.9,-1009.0
498,5,-34.6,-1522.9
499,1,37.7,1778.0
499,2,17.5,857.1
499,3,-23.0,-1001.0
499,5,-34.8,-1537.0
500,1,40.6,1943.3
500,2,14.2,717.1
500,3,-24.1,-1015.0
500,5,-28.6,-1527.0
501,1,41.0,2013.6
501,2,17.1,772.3
501,3,-23.1,-1016.0
501,5,-18.1,-763.0
