DateID,LineID,CountryID,StateID,RegionID,MaxLoading,MinLoading,AvgLoading,EnergyExchanged
15,73,2.0,,4.0,-532.0,-216.0,-362.0,-8.69
15,74,3.0,,4.0,-878.0,-512.0,-707.0,-16.96
15,75,3.0,,4.0,-772.0,-712.0,-746.0,-17.9
15,76,3.0,,5.0,-135.0,0.0,-122.0,-2.92
16,66,1.0,,4.0,125.0,-75.0,-23.0,-0.55
16,67,1.0,,4.0,235.0,83.0,148.0,3.56
16,68,1.0,,4.0,-103.0,-46.0,-72.0,-1.72
16,69,1.0,,5.0,-14.0,0.0,-6.0,-0.15
16,70,1.0,,5.0,41.0,22.0,31.0,0.74
16,71,2.0,,1.0,-75.0,0.0,-65.0,-1.55
16,72,2.0,,4.0,-190.0,-79.0,-116.0,-2.79
16,73,2.0,,4.0,-551.0,-153.0,-388.0,-9.32
16,74,3.0,,4.0,-776.0,-652.0,-745.0,-17.89
16,75,3.0,,4.0,-783.0,-714.0,-748.0,-17.94
16,76,3.0,,5.0,-165.0,0.0,-138.0,-3.3
17,66,1.0,,4.0,158.0,-27.0,60.0,1.43
17,67,1.0,,4.0,222.0,74.0,130.0,3.11
17,68,1.0,,4.0,-109.0,-33.0,-73.0,-1.75
17,69,1.0,,5.0,-8.0,6.0,1.0,0.03
17,70,1.0,,5.0,-41.0,7.0,-28.0,-0.68
17,71,2.0,,1.0,-78.0,0.0,-65.0,-1.55
17,72,2.0,,4.0,-139.0,-14.0,-77.0,-1.84
17,73,2.0,,4.0,-536.0,-235.0,-414.0,-9.94
17,74,3.0,,4.0,-949.0,-652.0,-904.0,-21.7
17,75,3.0,,4.0,-794.0,-702.0,-762.0,-18.28
17,76,3.0,,5.0,-153.0,0.0,-135.0,-3.24
18,66,1.0,,4.0,-146.0,129.0,2.0,0.06
18,67,1.0,,4.0,183.0,43.0,131.0,3.15
18,68,1.0,,4.0,-147.0,-35.0,-73.0,-1.75
18,69,1.0,,5.0,12.0,-8.0,4.0,0.09
18,70,1.0,,5.0,-41.0,-11.0,-27.0,-0.65
18,71,2.0,,1.0,-77.0,0.0,-66.0,-1.59
18,72,2.0,,4.0,-199.0,-46.0,-150.0,-3.59
18,73,2.0,,4.0,-436.0,-138.0,-391.0,-9.38
18,74,3.0,,4.0,-954.0,-652.0,-918.0,-22.02
18,75,3.0,,4.0,-787.0,-432.0,-702.0,-16.85
18,76,3.0,,5.0,-150.0,0.0,-135.0,-3.24
19,66,1.0,,4.0,206.0,-43.0,67.0,1.62
19,67,1.0,,4.0,409.0,34.0,174.0,4.17
19,68,1.0,,4.0,-165.0,98.0,-46.0,-1.1
19,69,1.0,,5.0,16.0,2.0,3.0,0.06
19,70,1.0,,5.0,-53.0,-6.0,-28.0,-0.68
19,71,2.0,,1.0,0.0,0.0,0.0,0.0
19,72,2.0,,4.0,-166.0,-16.0,-118.0,-2.83
19,73,2.0,,4.0,-441.0,-266.0,-353.0,-8.47
19,74,3.0,,4.0,-951.0,-843.0,-927.0,-22.25
