DateID,LineID,CountryID,StateID,RegionID,MaxLoading,MinLoading,AvgLoading,EnergyExchanged
206,74,3.0,,4.0,-921.0,-917.0,-921.0,-22.09
206,75,3.0,,4.0,-1124.0,-802.0,-958.0,-22.98
206,76,3.0,,5.0,-139.0,0.0,-113.0,-2.72
207,66,1.0,,4.0,141.0,88.0,113.0,2.71
207,67,1.0,,4.0,307.0,266.0,307.0,8.45
207,68,1.0,,4.0,-169.0,-90.0,-125.0,-2.99
207,69,1.0,,5.0,-25.0,2.0,-12.0,-0.28
207,70,1.0,,5.0,24.0,-2.0,10.0,0.24
207,71,2.0,,1.0,0.0,0.0,0.0,1.65
207,72,2.0,,4.0,0.0,0.0,0.0,0.0
207,73,2.0,,4.0,650.0,545.0,625.0,15.01
207,74,3.0,,4.0,-920.0,-631.0,-818.0,-19.63
207,75,3.0,,4.0,-1161.0,-802.0,-960.0,-23.05
207,76,3.0,,5.0,-154.0,0.0,-127.0,-3.04
208,66,1.0,,4.0,0.0,0.0,0.0,2.55
208,67,1.0,,4.0,0.0,0.0,0.0,7.24
208,68,1.0,,4.0,0.0,0.0,0.0,-2.67
208,69,1.0,,5.0,-26.0,-14.0,-19.0,-0.46
208,70,1.0,,5.0,26.0,0.0,9.0,0.22
208,71,2.0,,1.0,0.0,0.0,0.0,1.65
208,72,2.0,,4.0,0.0,0.0,0.0,0.0
208,73,2.0,,4.0,650.0,545.0,608.0,14.59
208,74,3.0,,4.0,-923.0,-919.0,-920.0,-22.09
208,75,3.0,,4.0,-1337.0,-906.0,-1117.0,-26.8
208,76,3.0,,5.0,-146.0,0.0,-125.0,-3.0
209,66,1.0,,4.0,0.0,0.0,0.0,2.27
209,67,1.0,,4.0,0.0,0.0,0.0,6.14
209,68,1.0,,4.0,0.0,0.0,0.0,-2.68
209,69,1.0,,5.0,7.0,0.0,12.0,0.28
209,70,1.0,,5.0,36.0,0.0,-8.0,-0.2
209,71,2.0,,1.0,75.0,0.0,68.0,1.63
209,72,2.0,,4.0,0.0,0.0,0.0,0.0
209,73,2.0,,4.0,565.0,518.0,565.0,14.3
209,74,3.0,,4.0,-921.0,-911.0,-916.0,-21.99
209,75,3.0,,4.0,-1337.0,-906.0,-1117.0,-26.8
209,76,3.0,,5.0,-140.0,0.0,-121.0,-2.9
210,66,1.0,,4.0,89.0,36.0,54.0,1.3
210,67,1.0,,4.0,262.0,217.0,252.0,6.04
210,68,1.0,,4.0,-147.0,-96.0,-115.0,-2.77
210,69,1.0,,5.0,9.0,-5.0,3.0,0.08
210,70,1.0,,5.0,37.0,0.0,29.0,0.69
210,71,2.0,,1.0,0.0,0.0,0.0,0.0
210,72,2.0,,4.0,0.0,0.0,0.0,0.0
210,73,2.0,,4.0,557.0,0.0,508.0,12.18
210,74,3.0,,4.0,-916.0,-820.0,-904.0,-21.7
210,75,3.0,,4.0,-1182.0,-797.0,-940.0,-22.57
210,76,3.0,,5.0,-156.0,0.0,-136.0,-3.26
211,66,1.0,,4.0,83.0,26.0,50.0,1.2
211,67,1.0,,4.0,254.0,95.0,254.0,6.1
211,68,1.0,,4.0,-146.0,-111.0,-130.0,-3.11
211,69,1.0,,5.0,8.0,-8.0,3.0,0.08
211,70,1.0,,5.0,34.0,0.0,28.0,0.68
211,71,2.0,,1.0,0.0,0.0,0.0,1.57
211,72,2.0,,4.0,0.0,0.0,0.0,0.0
211,73,2.0,,4.0,556.0,337.0,539.0,12.94
211,74,3.0,,4.0,-916.0,-912.0,-914.0,-21.95
211,75,3.0,,4.0,-1179.0,-809.0,-966.0,-23.19
211,76,3.0,,5.0,-154.0,0.0,-132.0,-3.16
212,66,1.0,,4.0,109.0,-84.0,47.0,1.12
212,67,1.0,,4.0,259.0,180.0,259.0,6.68
212,68,1.0,,4.0,-155.0,-53.0,-118.0,-2.83
212,69,1.0,,5.0,7.0,-6.0,-1.0,-0.02
212,70,1.0,,5.0,37.0,0.0,25.0,0.61
212,71,2.0,,1.0,0.0,0.0,0.0,1.51
212,72,2.0,,4.0,0.0,0.0,0.0,0.0
212,73,2.0,,4.0,462.0,358.0,418.0,10.02
212,74,3.0,,4.0,-921.0,-790.0,-907.0,-21.76
212,75,3.0,,4.0,-1220.0,-820.0,-1032.0,-24.78
212,76,3.0,,5.0,-149.0,0.0,-125.0,-3.0
213,66,1.0,,4.0,72.0,-9.0,23.0,0.55
213,67,1.0,,4.0,272.0,80.0,238.0,5.71
213,68,1.0,,4.0,-159.0,-101.0,-123.0,-2.95
213,69,1.0,,5.0,8.0,-3.0,-1.0,-0.02
213,70,1.0,,5.0,35.0,0.0,28.0,0.68
213,71,2.0,,1.0,0.0,0.0,0.0,1.59
213,72,2.0,,4.0,0.0,0.0,0.0,0.0
213,73,2.0,,4.0,434.0,269.0,418.0,10.02
213,74,3.0,,4.0,-920.0,-784.0,-904.0,-21.69
213,75,3.0,,4.0,-1292.0,-536.0,-938.0,-22.5
213,76,3.0,,5.0,-152.0,0.0,-123.0,-2.94
214,66,1.0,,4.0,58.0,-15.0,17.0,0.42
214,67,1.0,,4.0,231.0,110.0,231.0,5.96
214,68,1.0,,4.0,-155.0,-100.0,-132.0,-3.17
214,69,1.0,,5.0,6.0,-9.0,0.0,0.01
214,70,1.0,,5.0,45.0,20.0,31.0,0.75
214,71,2.0,,1.0,0.0,0.0,0.0,1.66
214,72,2.0,,4.0,0.0,0.0,0.0,0.0
214,73,2.0,,4.0,407.0,276.0,316.0,7.58
214,74,3.0,,4.0,-922.0,-803.0,-907.0,-21.77
214,75,3.0,,4.0,-1299.0,-808.0,-1055.0,-25.31
214,76,3.0,,5.0,-160.0,0.0,-130.0,-3.12
215,66,1.0,,4.0,57.0,-23.0,20.0,0.47
215,67,1.0,,4.0,214.0,155.0,214.0,5.57
215,68,1.0,,4.0,-158.0,-96.0,-134.0,-3.2
215,69,1.0,,5.0,-11.0,3.0,-1.0,-0.03
215,70,1.0,,5.0,34.0,8.0,28.0,0.66
215,71,2.0,,1.0,0.0,0.0,0.0,1.62
215,72,2.0,,4.0,0.0,0.0,0.0,0.0
215,73,2.0,,4.0,382.0,268.0,361.0,8.66
215,74,3.0,,4.0,-925.0,-785.0,-910.0,-21.85
215,75,3.0,,4.0,-1373.0,-802.0,-1097.0,-26.33
215,76,3.0,,5.0,-156.0,0.0,-122.0,-2.92
216,66,1.0,,4.0,97.0,-21.0,14.0,0.33
216,67,1.0,,4.0,194.0,148.0,194.0,5.41
216,68,1.0,,4.0,-172.0,-113.0,-139.0,-3.35
216,69,1.0,,5.0,8.0,0.0,2.0,0.04
216,70,1.0,,5.0,-33.0,-8.0,-27.0,-0.64
216,71,2.0,,1.0,0.0,0.0,0.0,1.63
216,72,2.0,,4.0,0.0,0.0,0.0,0.0
216,73,2.0,,4.0,374.0,169.0,288.0,6.9
216,74,3.0,,4.0,-923.0,-796.0,-909.0,-21.81
216,75,3.0,,4.0,-1275.0,-810.0,-967.0,-23.21
216,76,3.0,,5.0,-151.0,0.0,-115.0,-2.76
217,66,1.0,,4.0,46.0,-24.0,11.0,0.27
217,67,1.0,,4.0,212.0,117.0,212.0,5.39
217,68,1.0,,4.0,-158.0,-74.0,-140.0,-3.37
217,69,1.0,,5.0,0.0,-12.0,-2.0,-0.05
217,70,1.0,,5.0,30.0,16.0,23.0,0.56
217,71,2.0,,1.0,0.0,0.0,0.0,1.68
217,72,2.0,,4.0,0.0,0.0,0.0,0.0
217,73,2.0,,4.0,449.0,205.0,345.0,8.28
217,74,3.0,,4.0,-911.0,-586.0,-800.0,-19.2
217,75,3.0,,4.0,-1322.0,-844.0,-1097.0,-26.32
217,76,3.0,,5.0,-164.0,0.0,-131.0,-3.14
218,66,1.0,,4.0,46.0,-23.0,6.0,0.14
218,67,1.0,,4.0,181.0,109.0,181.0,4.74
218,68,1.0,,4.0,-179.0,-67.0,-149.0,-3.58
218,69,1.0,,5.0,0.0,0.0,0.0,0.0
218,70,1.0,,5.0,26.0,0.0,20.0,0.49
218,71,2.0,,1.0,0.0,0.0,0.0,1.69
218,72,2.0,,4.0,0.0,0.0,0.0,0.0
218,73,2.0,,4.0,413.0,271.0,358.0,8.58
218,74,3.0,,4.0,-782.0,-624.0,-778.0,-18.68
218,75,3.0,,4.0,-1322.0,-844.0,-1096.0,-26.3
218,76,3.0,,5.0,-158.0,0.0,-138.0,-3.32
219,66,1.0,,4.0,55.0,-7.0,22.0,0.53
219,67,1.0,,4.0,268.0,150.0,255.0,6.11
219,68,1.0,,4.0,-178.0,-111.0,-143.0,-3.43
219,69,1.0,,5.0,8.0,-15.0,0.0,0.0
219,70,1.0,,5.0,28.0,-12.0,11.0,0.26
219,71,2.0,,1.0,0.0,0.0,0.0,1.64
219,72,2.0,,4.0,0.0,0.0,0.0,0.0
219,73,2.0,,4.0,401.0,254.0,346.0,8.3
219,74,3.0,,4.0,-781.0,-780.0,-781.0,-18.74
219,75,3.0,,4.0,-1465.0,-1094.0,-1124.0,-26.98
219,76,3.0,,5.0,-154.0,0.0,-136.0,-3.26
220,66,1.0,,4.0,97.0,-4.0,18.0,0.44
220,67,1.0,,4.0,241.0,143.0,241.0,11.3
220,68,1.0,,4.0,-190.0,28.0,-111.0,-2.67
220,69,1.0,,5.0,12.0,-11.0,-2.0,-0.05
220,70,1.0,,5.0,31.0,-14.0,10.0,0.24
220,71,2.0,,1.0,0.0,0.0,0.0,1.57
220,72,2.0,,4.0,0.0,0.0,0.0,0.0
220,73,2.0,,4.0,383.0,194.0,328.0,7.88
220,74,3.0,,4.0,-781.0,-660.0,-773.0,-18.54
220,75,3.0,,4.0,-1365.0,-860.0,-1096.0,-26.3
220,76,3.0,,5.0,-140.0,0.0,-120.0,-2.88
221,66,1.0,,4.0,147.0,-98.0,21.0,0.51
221,67,1.0,,4.0,452.0,147.0,256.0,6.16
221,68,1.0,,4.0,-197.0,100.0,-117.0,-2.81
221,69,1.0,,5.0,21.0,-9.0,5.0,0.12
221,70,1.0,,5.0,34.0,-5.0,22.0,0.52
221,71,2.0,,1.0,0.0,0.0,0.0,1.6
221,72,2.0,,4.0,0.0,0.0,0.0,0.0
221,73,2.0,,4.0,251.0,230.0,251.0,6.83
221,74,3.0,,4.0,-927.0,-512.0,-785.0,-18.84
221,75,3.0,,4.0,-1368.0,-908.0,-1123.0,-26.96
221,76,3.0,,5.0,-134.0,0.0,-116.0,-2.78
222,66,1.0,,4.0,30.0,-22.0,115.0,2.77
222,67,1.0,,4.0,367.0,129.0,216.0,5.18
222,68,1.0,,4.0,-180.0,-112.0,-148.0,-3.54
222,69,1.0,,5.0,12.0,0.0,1.0,0.03
222,70,1.0,,5.0,32.0,18.0,24.0,0.58
222,71,2.0,,1.0,0.0,0.0,0.0,0.98
222,72,2.0,,4.0,0.0,0.0,0.0,0.0
222,73,2.0,,4.0,370.0,230.0,303.0,7.27
222,74,3.0,,4.0,-795.0,-671.0,-783.0,-18.79
222,75,3.0,,4.0,-1327.0,-810.0,-1018.0,-24.42
222,76,3.0,,5.0,-137.0,0.0,-119.0,-2.86
223,66,1.0,,4.0,38.0,-35.0,0.0,0.0
223,67,1.0,,4.0,221.0,127.0,207.0,4.97
223,68,1.0,,4.0,-188.0,-60.0,-148.0,-3.56
223,69,1.0,,5.0,11.0,0.0,1.0,0.02
223,70,1.0,,5.0,28.0,11.0,19.0,0.45
223,71,2.0,,1.0,0.0,0.0,0.0,1.56
223,72,2.0,,4.0,0.0,0.0,0.0,0.0
223,73,2.0,,4.0,365.0,255.0,308.0,7.4
223,74,3.0,,4.0,-931.0,-663.0,-790.0,-18.95
223,75,3.0,,4.0,-1045.0,-807.0,-890.0,-21.36
223,76,3.0,,5.0,-162.0,0.0,-98.0,-2.36
224,66,1.0,,4.0,-61.0,20.0,-28.0,-0.66
224,67,1.0,,4.0,173.0,117.0,173.0,4.95
224,68,1.0,,4.0,-200.0,-156.0,-180.0,-4.31
224,69,1.0,,5.0,7.0,-13.0,1.0,0.02
224,70,1.0,,5.0,24.0,0.0,19.0,0.45
224,71,2.0,,1.0,0.0,0.0,0.0,1.63
224,72,2.0,,4.0,0.0,0.0,0.0,0.0
224,73,2.0,,4.0,399.0,185.0,369.0,8.86
224,74,3.0,,4.0,-936.0,-546.0,-834.0,-20.01
224,75,3.0,,4.0,-1179.0,-803.0,-933.0,-22.4
224,76,3.0,,5.0,-138.0,0.0,-116.0,-2.79
225,66,1.0,,4.0,-73.0,7.0,-32.0,-0.77
225,67,1.0,,4.0,161.0,0.0,-12.0,-0.3
225,68,1.0,,4.0,-208.0,-164.0,-190.0,-4.57
225,69,1.0,,5.0,5.0,-12.0,0.0,0.01
225,70,1.0,,5.0,27.0,0.0,18.0,0.43
225,71,2.0,,1.0,0.0,0.0,0.0,1.66
225,72,2.0,,4.0,0.0,0.0,0.0,0.0
225,73,2.0,,4.0,436.0,360.0,430.0,10.31
225,74,3.0,,4.0,-938.0,-928.0,-931.0,-22.34
225,75,3.0,,4.0,-1229.0,-801.0,-1020.0,-24.49
225,76,3.0,,5.0,-144.0,0.0,-120.0,-2.88
226,66,1.0,,4.0,-60.0,15.0,-31.0,-0.74
226,67,1.0,,4.0,164.0,-15.0,87.0,2.09
226,68,1.0,,4.0,-224.0,-181.0,-224.0,-5.43
226,69,1.0,,5.0,0.0,0.0,0.0,0.0
226,70,1.0,,5.0,23.0,0.0,15.0,0.37
226,71,2.0,,1.0,0.0,0.0,0.0,1.68
226,72,2.0,,4.0,0.0,0.0,0.0,0.0
226,73,2.0,,4.0,468.0,395.0,433.0,10.38
226,74,3.0,,4.0,-938.0,-646.0,-880.0,-21.12
226,75,3.0,,4.0,-1170.0,-802.0,-955.0,-22.93
226,76,3.0,,5.0,-146.0,0.0,-119.0,-2.86
227,66,1.0,,4.0,-64.0,9.0,-30.0,-0.72
227,67,1.0,,4.0,196.0,76.0,181.0,4.33
227,68,1.0,,4.0,-245.0,-182.0,-215.0,-5.17
227,69,1.0,,5.0,28.0,-5.0,0.0,0.0
227,70,1.0,,5.0,0.0,-27.0,16.0,0.38
227,71,2.0,,1.0,0.0,0.0,0.0,1.7
227,72,2.0,,4.0,0.0,0.0,0.0,0.0
227,73,2.0,,4.0,420.0,392.0,420.0,10.91
227,74,3.0,,4.0,-938.0,-646.0,-880.0,-21.11
227,75,3.0,,4.0,-1172.0,-804.0,-926.0,-22.22
227,76,3.0,,5.0,-142.0,0.0,-123.0,-2.94
228,66,1.0,,4.0,-54.0,21.0,4.0,0.1
228,67,1.0,,4.0,167.0,82.0,167.0,5.36
228,68,1.0,,4.0,-257.0,-208.0,-235.0,-5.65
228,69,1.0,,5.0,-27.0,-8.0,-18.0,-0.43
228,70,1.0,,5.0,15.0,2.0,10.0,0.23
228,71,2.0,,1.0,0.0,0.0,0.0,1.73
228,72,2.0,,4.0,0.0,0.0,0.0,0.0
228,73,2.0,,4.0,509.0,402.0,443.0,10.63
228,74,3.0,,4.0,-931.0,-650.0,-876.0,-21.03
228,75,3.0,,4.0,-1139.0,-809.0,-903.0,-21.67
228,76,3.0,,5.0,-144.0,0.0,-124.0,-2.97
229,66,1.0,,4.0,84.0,-76.0,-11.0,-0.25
229,67,1.0,,4.0,149.0,21.0,149.0,4.86
229,68,1.0,,4.0,-261.0,-161.0,-221.0,-5.31
229,69,1.0,,5.0,-33.0,-10.0,-18.0,-0.43
229,70,1.0,,5.0,16.0,3.0,11.0,0.26
229,71,2.0,,1.0,0.0,0.0,0.0,1.69
229,72,2.0,,4.0,0.0,0.0,0.0,0.0
229,73,2.0,,4.0,458.0,347.0,452.0,10.85
229,74,3.0,,4.0,-938.0,-648.0,-882.0,-21.17
229,75,3.0,,4.0,-1233.0,-795.0,-957.0,-22.96
229,76,3.0,,5.0,-133.0,0.0,-121.0,-2.9
230,66,1.0,,4.0,-62.0,10.0,-30.0,-0.71
230,67,1.0,,4.0,144.0,73.0,144.0,4.53
230,68,1.0,,4.0,-260.0,-214.0,-239.0,-5.74
230,69,1.0,,5.0,-41.0,-21.0,-25.0,-0.6
230,70,1.0,,5.0,16.0,-3.0,8.0,0.18
230,71,2.0,,1.0,0.0,0.0,0.0,1.66
230,72,2.0,,4.0,0.0,0.0,0.0,0.0
230,73,2.0,,4.0,432.0,267.0,401.0,9.62
230,74,3.0,,4.0,-936.0,-167.0,-469.0,-11.26
230,75,3.0,,4.0,-1399.0,-399.0,-812.0,-19.48
230,76,3.0,,5.0,-121.0,0.0,-63.0,-1.5
231,66,1.0,,4.0,-72.0,22.0,-27.0,-0.65
231,67,1.0,,4.0,117.0,62.0,117.0,4.52
231,68,1.0,,4.0,-273.0,-207.0,-241.0,-5.78
231,69,1.0,,5.0,-38.0,-19.0,-27.0,-0.65
231,70,1.0,,5.0,11.0,-4.0,3.0,0.08
231,71,2.0,,1.0,0.0,0.0,0.0,1.67
231,72,2.0,,4.0,0.0,0.0,0.0,0.0
231,73,2.0,,4.0,418.0,254.0,392.0,9.4
231,74,3.0,,4.0,-933.0,-353.0,-633.0,-15.2
231,75,3.0,,4.0,-1462.0,-403.0,-830.0,-19.93
231,76,3.0,,5.0,-114.0,0.0,-78.0,-1.86
232,66,1.0,,4.0,-72.0,33.0,-25.0,-0.61
232,67,1.0,,4.0,119.0,37.0,119.0,4.49
232,68,1.0,,4.0,-265.0,-208.0,-236.0,-5.66
232,69,1.0,,5.0,0.0,-40.0,-4.0,-0.1
232,70,1.0,,5.0,20.0,-18.0,2.0,0.04
232,71,2.0,,1.0,0.0,0.0,0.0,1.66
232,72,2.0,,4.0,0.0,0.0,0.0,0.0
232,73,2.0,,4.0,450.0,323.0,442.0,10.6
232,74,3.0,,4.0,-936.0,-599.0,-815.0,-19.57
232,75,3.0,,4.0,-876.0,-807.0,-826.0,-19.82
232,76,3.0,,5.0,-140.0,0.0,-112.0,-2.68
233,66,1.0,,4.0,-70.0,31.0,-20.0,-0.47
233,67,1.0,,4.0,246.0,54.0,187.0,4.48
233,68,1.0,,4.0,-269.0,-98.0,-243.0,-5.83
233,69,1.0,,5.0,15.0,-41.0,4.0,0.1
233,70,1.0,,5.0,14.0,-17.0,2.0,0.04
233,71,2.0,,1.0,0.0,0.0,0.0,1.69
233,72,2.0,,4.0,0.0,0.0,0.0,0.0
233,73,2.0,,4.0,259.0,0.0,259.0,8.53
233,74,3.0,,4.0,-938.0,-647.0,-841.0,-20.19
233,75,3.0,,4.0,-833.0,-804.0,-818.0,-19.64
233,76,3.0,,5.0,-140.0,0.0,-116.0,-2.78
234,66,1.0,,4.0,-70.0,2.0,-35.0,-0.84
234,67,1.0,,4.0,210.0,181.0,210.0,-5.83
234,68,1.0,,4.0,-268.0,-200.0,-243.0,-5.83
234,69,1.0,,5.0,0.0,0.0,0.0,0.0
234,70,1.0,,5.0,20.0,0.0,10.0,0.24
234,71,2.0,,1.0,0.0,0.0,0.0,1.73
234,72,2.0,,4.0,0.0,0.0,0.0,0.0
234,73,2.0,,4.0,415.0,214.0,358.0,8.6
234,74,3.0,,4.0,-933.0,-642.0,-847.0,-20.32
234,75,3.0,,4.0,-842.0,-809.0,-825.0,-19.79
234,76,3.0,,5.0,-125.0,0.0,-108.0,-2.58
235,66,1.0,,4.0,-83.0,-12.0,-46.0,-1.1
235,67,1.0,,4.0,211.0,137.0,148.0,3.54
235,68,1.0,,4.0,-265.0,-207.0,-239.0,-5.74
235,69,1.0,,5.0,-38.0,-11.0,-23.0,-0.56
235,70,1.0,,5.0,16.0,0.0,10.0,0.23
235,71,2.0,,1.0,0.0,0.0,0.0,1.71
235,72,2.0,,4.0,0.0,0.0,0.0,0.0
235,73,2.0,,4.0,360.0,156.0,279.0,6.7
235,74,3.0,,4.0,-933.0,-648.0,-844.0,-20.26
235,75,3.0,,4.0,-925.0,-799.0,-835.0,-20.03
235,76,3.0,,5.0,-138.0,0.0,-114.0,-2.73
236,66,1.0,,4.0,-66.0,8.0,-31.0,-0.75
236,67,1.0,,4.0,199.0,139.0,146.0,3.5
236,68,1.0,,4.0,-277.0,-222.0,-249.0,-5.98
236,69,1.0,,5.0,-35.0,-13.0,-20.0,-0.48
236,70,1.0,,5.0,12.0,-1.0,7.0,0.17
236,71,2.0,,1.0,0.0,0.0,0.0,1.71
236,72,2.0,,4.0,0.0,0.0,0.0,0.0
236,73,2.0,,4.0,374.0,106.0,238.0,5.72
236,74,3.0,,4.0,-936.0,-699.0,-856.0,-20.53
236,75,3.0,,4.0,-972.0,-805.0,-838.0,-20.11
236,76,3.0,,5.0,-123.0,0.0,-108.0,-2.58
237,66,1.0,,4.0,-78.0,-6.0,-46.0,-1.1
237,67,1.0,,4.0,245.0,153.0,158.0,3.8
237,68,1.0,,4.0,-282.0,-202.0,-254.0,-6.11
237,69,1.0,,5.0,-36.0,-18.0,-23.0,-0.56
237,70,1.0,,5.0,9.0,-1.0,3.0,0.08
237,71,2.0,,1.0,0.0,0.0,0.0,1.68
237,72,2.0,,4.0,0.0,0.0,0.0,0.0
237,73,2.0,,4.0,318.0,129.0,241.0,5.79
237,74,3.0,,4.0,-936.0,-216.0,-493.0,-11.84
237,75,3.0,,4.0,-846.0,-799.0,-828.0,-19.87
237,76,3.0,,5.0,-107.0,0.0,-93.0,-2.24
238,66,1.0,,4.0,-62.0,0.0,-35.0,-0.84
238,67,1.0,,4.0,254.0,83.0,151.0,3.62
238,68,1.0,,4.0,-294.0,-230.0,-262.0,-6.29
238,69,1.0,,5.0,-36.0,-14.0,-22.0,-0.53
238,70,1.0,,5.0,15.0,1.0,7.0,0.16
238,71,2.0,,1.0,0.0,0.0,0.0,1.52
238,72,2.0,,4.0,0.0,0.0,0.0,0.0
238,73,2.0,,4.0,318.0,94.0,226.0,5.43
238,74,3.0,,4.0,-457.0,-214.0,-426.0,-10.24
238,75,3.0,,4.0,-843.0,-806.0,-823.0,-19.76
238,76,3.0,,5.0,-123.0,0.0,-99.0,-2.37
239,66,1.0,,4.0,-65.0,14.0,-22.0,-0.52
239,67,1.0,,4.0,176.0,145.0,153.0,3.68
239,68,1.0,,4.0,-277.0,-251.0,-266.0,-6.38
239,69,1.0,,5.0,-31.0,-14.0,-18.0,-0.44
239,70,1.0,,5.0,13.0,4.0,8.0,0.18
239,71,2.0,,1.0,0.0,0.0,0.0,1.27
239,72,2.0,,4.0,0.0,0.0,0.0,0.0
239,73,2.0,,4.0,372.0,192.0,200.0,4.8
239,74,3.0,,4.0,-455.0,-451.0,-452.0,-10.86
239,75,3.0,,4.0,-884.0,-805.0,-834.0,-20.01
239,76,3.0,,5.0,-124.0,0.0,-104.0,-2.5
240,66,1.0,,4.0,-102.0,36.0,-13.0,-0.31
240,67,1.0,,4.0,183.0,145.0,157.0,3.76
240,68,1.0,,4.0,-277.0,-217.0,-256.0,-6.15
240,69,1.0,,5.0,-32.0,-9.0,-18.0,-0.43
240,70,1.0,,5.0,12.0,2.0,8.0,0.18
240,71,2.0,,1.0,56.0,0.0,44.0,1.06
240,72,2.0,,4.0,0.0,0.0,0.0,0.0
240,73,2.0,,4.0,238.0,1.0,151.0,3.63
240,74,3.0,,4.0,-451.0,-208.0,-431.0,-10.33
240,75,3.0,,4.0,-976.0,-802.0,-854.0,-20.5
240,76,3.0,,5.0,-132.0,0.0,-110.0,-2.64
241,66,1.0,,4.0,-98.0,9.0,-56.0,-1.33
241,67,1.0,,4.0,169.0,123.0,139.0,3.33
241,68,1.0,,4.0,-273.0,-237.0,-259.0,-6.21
241,69,1.0,,5.0,-28.0,-9.0,-18.0,-0.44
241,70,1.0,,5.0,17.0,4.0,11.0,0.26
241,71,2.0,,1.0,0.0,0.0,0.0,0.99
241,72,2.0,,4.0,0.0,0.0,0.0,0.0
241,73,2.0,,4.0,246.0,12.0,137.0,3.29
241,74,3.0,,4.0,-925.0,-446.0,-576.0,-13.81
241,75,3.0,,4.0,-893.0,-800.0,-833.0,-20.0
241,76,3.0,,5.0,-127.0,0.0,-106.0,-2.54
242,66,1.0,,4.0,-110.0,15.0,-47.0,-1.12
242,67,1.0,,4.0,211.0,123.0,162.0,3.89
242,68,1.0,,4.0,-294.0,-236.0,-258.0,-6.2
242,69,1.0,,5.0,-32.0,-1.0,-22.0,-0.52
242,70,1.0,,5.0,7.0,0.0,2.0,0.06
242,71,2.0,,1.0,53.0,0.0,40.0,0.95
242,72,2.0,,4.0,0.0,0.0,0.0,0.0
242,73,2.0,,4.0,199.0,0.0,93.0,2.24
242,74,3.0,,4.0,-930.0,-646.0,-857.0,-20.57
242,75,3.0,,4.0,-873.0,-374.0,-784.0,-18.81
242,76,3.0,,5.0,131.0,0.0,-103.0,-2.48
243,66,1.0,,4.0,-134.0,14.0,-40.0,-0.95
243,67,1.0,,4.0,314.0,61.0,168.0,4.04
243,68,1.0,,4.0,-402.0,-187.0,-284.0,-6.81
243,69,1.0,,5.0,32.0,0.0,21.0,0.51
243,70,1.0,,5.0,-18.0,0.0,-3.0,-0.06
243,71,2.0,,1.0,49.0,0.0,23.0,0.55
243,72,2.0,,4.0,0.0,0.0,0.0,0.0
243,73,2.0,,4.0,197.0,12.0,90.0,2.17
243,74,3.0,,4.0,-934.0,-441.0,-772.0,-18.53
243,75,3.0,,4.0,0.0,0.0,0.0,0.0
243,76,3.0,,5.0,-127.0,0.0,-107.0,-2.56
244,66,1.0,,4.0,-181.0,14.0,-41.0,-0.99
244,67,1.0,,4.0,298.0,70.0,132.0,3.16
244,68,1.0,,4.0,-276.0,-199.0,-252.0,-6.06
244,69,1.0,,5.0,-32.0,-16.0,-23.0,-0.56
244,70,1.0,,5.0,9.0,0.0,2.0,0.05
244,71,2.0,,1.0,41.0,0.0,4.0,0.1
244,72,2.0,,4.0,0.0,0.0,0.0,0.0
244,73,2.0,,4.0,154.0,0.0,54.0,1.3
244,74,3.0,,4.0,-938.0,-640.0,-835.0,-20.04
244,75,3.0,,4.0,-834.0,-49.0,-187.0,-4.48
244,76,3.0,,5.0,-115.0,0.0,-98.0,-2.36
245,66,1.0,,4.0,-141.0,48.0,-61.0,-1.46
245,67,1.0,,4.0,281.0,57.0,139.0,3.32
245,68,1.0,,4.0,-277.0,0.0,-49.0,-1.17
245,69,1.0,,5.0,-33.0,-11.0,-23.0,-0.56
245,70,1.0,,5.0,4.0,0.0,3.0,0.06
245,71,2.0,,1.0,48.0,0.0,15.0,0.36
245,72,2.0,,4.0,0.0,0.0,0.0,0.0
245,73,2.0,,4.0,170.0,0.0,52.0,1.24
245,74,3.0,,4.0,-936.0,-216.0,-516.0,-12.38
245,75,3.0,,4.0,-754.0,0.0,-258.0,-6.19
245,76,3.0,,5.0,-130.0,0.0,-103.0,-2.48
246,66,1.0,,4.0,-139.0,22.0,-62.0,-1.49
246,67,1.0,,4.0,291.0,88.0,150.0,3.61
246,68,1.0,,4.0,-275.0,0.0,-108.0,-2.59
246,69,1.0,,5.0,28.0,14.0,23.0,0.56
246,70,1.0,,5.0,11.0,-3.0,3.0,0.07
246,71,2.0,,1.0,0.0,0.0,0.0,0.3
246,72,2.0,,4.0,0.0,0.0,0.0,0.0
246,73,2.0,,4.0,76.0,-59.0,47.0,1.14
246,74,3.0,,4.0,-461.0,-456.0,-459.0,-11.01
246,75,3.0,,4.0,-760.0,-457.0,-652.0,-15.65
246,76,3.0,,5.0,-126.0,0.0,-102.0,-2.44
248,66,1.0,,4.0,-214.0,-2.0,-93.0,-2.22
248,67,1.0,,4.0,304.0,20.0,94.0,2.26
248,68,1.0,,4.0,-290.0,-202.0,-262.0,-6.28
248,69,1.0,,5.0,-35.0,-14.0,-25.0,-0.59
248,70,1.0,,5.0,12.0,0.0,3.0,0.08
248,71,2.0,,1.0,-64.0,0.0,-1.0,-0.03
248,72,2.0,,4.0,0.0,0.0,0.0,0.0
248,73,2.0,,4.0,75.0,-8.0,4.0,0.1
