DateID,RegionID,GenerationSourceID,GenerationAmount
28,2,1,1469.0
28,2,2,23.0
28,2,9,37.0
28,2,6,20.0
28,2,14,113.0
29,4,8,41.0
29,4,10,5.05
29,4,1,693.0
29,4,2,0.0
29,4,9,0.0
29,4,6,0.0
29,4,14,5.0
29,5,8,11.0
29,5,10,0.92
29,5,1,13.0
29,5,2,0.0
29,5,9,0.0
29,5,6,30.0
29,5,14,1.0
29,1,8,182.0
29,1,11,13.0
29,1,10,119.1
29,1,1,749.0
29,1,2,26.0
29,1,9,29.0
29,1,6,13.0
29,1,14,148.0
29,3,8,54.0
29,3,11,31.0
29,3,10,103.43
29,3,1,662.0
29,3,2,61.0
29,3,9,69.0
29,3,6,7.0
29,3,14,162.0
29,6,8,316.0
29,6,11,88.0
29,6,10,272.0
29,6,1,3537.0
29,6,2,109.0
29,6,9,136.0
29,6,6,69.0
29,6,14,405.0
29,2,8,28.0
29,2,11,44.0
29,2,10,43.2
29,2,1,1420.0
29,2,2,22.0
29,2,9,37.0
29,2,6,20.0
29,2,14,88.0
30,4,8,41.0
30,4,10,5.15
30,4,1,629.0
30,4,2,0.0
30,4,9,0.0
30,4,6,0.0
30,4,14,5.0
30,5,8,15.0
30,5,10,1.1
30,5,1,11.0
30,5,2,0.0
30,5,9,0.0
30,5,6,29.0
30,5,14,1.0
30,1,8,176.0
30,1,11,8.0
30,1,10,99.62
30,1,1,640.0
30,1,2,23.0
30,1,9,29.0
30,1,6,9.0
30,1,14,125.0
30,3,8,50.0
30,3,11,34.0
30,3,10,116.33
30,3,1,605.0
30,3,2,49.0
30,3,9,69.0
30,3,6,7.0
30,3,14,171.0
30,6,8,298.0
30,6,11,102.0
30,6,10,274.0
30,6,1,3184.0
30,6,2,92.0
30,6,9,131.0
30,6,6,63.0
30,6,14,415.0
30,2,8,17.0
30,2,11,60.0
30,2,10,51.48
