DateID,LineID,Inter_Region,MaxImport,MaxExport,ImportEnergy,ExportEnergy,NetImportEnergy
4,29,ER-SR,0.0,467.0,,,
4,30,ER-SR,0.0,0.0,,,
4,31,ER-NER,235.0,100.0,,,
4,32,ER-NER,405.0,63.0,,,
4,33,ER-NER,84.0,12.0,,,
4,35,WR-NR,0.0,796.0,,,
4,36,WR-NR,447.0,0.0,,,
4,37,WR-NR,0.0,1499.0,,,
4,38,WR-NR,0.0,2143.0,,,
4,39,WR-NR,606.0,1865.0,,,
4,40,WR-NR,191.0,755.0,,,
4,41,WR-NR,969.0,0.0,,,
4,42,WR-NR,0.0,928.0,,,
4,43,WR-NR,2084.0,0.0,,,
4,44,WR-NR,0.0,2130.0,,,
4,45,WR-NR,387.0,0.0,,,
4,46,WR-NR,712.0,0.0,,,
4,47,WR-NR,975.0,0.0,,,
4,48,WR-NR,693.0,411.0,,,
4,50,WR-NR,0.0,0.0,,,
4,51,WR-NR,0.0,30.0,,,
4,52,WR-NR,107.0,0.0,,,
4,53,WR-NR,90.0,5.0,,,
4,54,WR-NR,0.0,0.0,,,
4,55,WR-NR,0.0,0.0,,,
4,56,WR-SR,0.0,1019.0,,,
4,57,WR-SR,0.0,6625.0,,,
4,58,WR-SR,627.0,1415.0,,,
4,59,WR-SR,0.0,3022.0,,,
4,61,WR-SR,1225.0,0.0,,,
4,62,WR-SR,0.0,0.0,,,
4,63,WR-SR,0.0,0.0,,,
4,64,WR-SR,0.0,123.0,,,
5,1,ER-NR,0.0,0.0,,,
5,2,ER-NR,0.0,297.0,,,
5,3,ER-NR,91.0,768.0,,,
5,4,ER-NR,6.0,432.0,,,
5,5,ER-NR,0.0,579.0,,,
5,6,ER-NR,0.0,199.0,,,
5,7,ER-NR,0.0,190.0,,,
5,8,ER-NR,165.0,602.0,,,
5,9,ER-NR,0.0,511.0,,,
5,10,ER-NR,0.0,541.0,,,
5,12,ER-NR,88.0,450.0,,,
5,11,ER-NR,130.0,309.0,,,
5,14,ER-NR,0.0,172.0,,,
5,15,ER-NR,0.0,0.0,,,
5,16,ER-NR,25.0,0.0,,,
5,17,ER-NR,0.0,42.0,,,
5,18,ER-NR,0.0,0.0,,,
5,19,ER-WR,1278.0,249.0,,,
5,20,ER-WR,411.0,913.0,,,
5,21,ER-WR,0.0,994.0,,,
5,22,ER-WR,0.0,667.0,,,
5,23,ER-WR,11.0,276.0,,,
5,24,ER-WR,0.0,136.0,,,
5,25,ER-WR,98.0,43.0,,,
5,26,ER-SR,0.0,353.0,,,
5,27,ER-SR,0.0,1990.0,,,
5,28,ER-SR,0.0,3000.0,,,
5,29,ER-SR,292.0,246.0,,,
5,30,ER-SR,0.0,0.0,,,
5,31,ER-NER,228.0,48.0,,,
5,32,ER-NER,386.0,0.0,,,
5,33,ER-NER,84.0,4.0,,,
5,35,WR-NR,0.0,795.0,,,
5,36,WR-NR,447.0,0.0,,,
5,37,WR-NR,0.0,1002.0,,,
5,38,WR-NR,0.0,1810.0,,,
5,39,WR-NR,527.0,1766.0,,,
5,40,WR-NR,205.0,672.0,,,
5,41,WR-NR,968.0,0.0,,,
5,42,WR-NR,0.0,897.0,,,
5,43,WR-NR,2304.0,0.0,,,
5,44,WR-NR,0.0,2291.0,,,
5,45,WR-NR,409.0,0.0,,,
5,46,WR-NR,722.0,0.0,,,
5,47,WR-NR,960.0,0.0,,,
5,48,WR-NR,676.0,261.0,,,
5,50,WR-NR,0.0,0.0,,,
5,51,WR-NR,0.0,30.0,,,
5,52,WR-NR,93.0,0.0,,,
5,53,WR-NR,76.0,0.0,,,
5,54,WR-NR,0.0,0.0,,,
5,55,WR-NR,0.0,0.0,,,
5,56,WR-SR,0.0,1016.0,,,
5,57,WR-SR,0.0,6021.0,,,
5,58,WR-SR,715.0,1558.0,,,
5,59,WR-SR,0.0,2975.0,,,
5,61,WR-SR,1279.0,0.0,,,
5,62,WR-SR,0.0,0.0,,,
5,63,WR-SR,0.0,0.0,,,
5,64,WR-SR,0.0,120.0,,,
6,1,ER-NR,0.0,0.0,,,
6,2,ER-NR,0.0,297.0,,,
6,3,ER-NR,0.0,713.0,,,
6,4,ER-NR,0.0,378.0,,,
6,5,ER-NR,0.0,582.0,,,
6,6,ER-NR,0.0,200.0,,,
6,7,ER-NR,0.0,168.0,,,
6,8,ER-NR,155.0,628.0,,,
6,9,ER-NR,0.0,525.0,,,
6,10,ER-NR,0.0,570.0,,,
6,12,ER-NR,0.0,449.0,,,
6,11,ER-NR,56.0,290.0,,,
6,14,ER-NR,0.0,173.0,,,
6,15,ER-NR,0.0,0.0,,,
6,16,ER-NR,25.0,0.0,,,
6,17,ER-NR,0.0,31.0,,,
6,18,ER-NR,0.0,0.0,,,
6,19,ER-WR,1190.0,0.0,,,
6,20,ER-WR,454.0,832.0,,,
6,21,ER-WR,0.0,1028.0,,,
6,22,ER-WR,0.0,761.0,,,
6,23,ER-WR,26.0,250.0,,,
6,24,ER-WR,0.0,146.0,,,
6,25,ER-WR,34.0,61.0,,,
6,26,ER-SR,0.0,334.0,,,
6,27,ER-SR,0.0,1986.0,,,
6,28,ER-SR,0.0,3004.0,,,
6,29,ER-SR,301.0,251.0,,,
6,30,ER-SR,0.0,0.0,,,
6,31,ER-NER,189.0,157.0,,,
6,32,ER-NER,344.0,157.0,,,
6,33,ER-NER,68.0,38.0,,,
6,35,WR-NR,0.0,795.0,,,
6,36,WR-NR,447.0,0.0,,,
6,37,WR-NR,0.0,1499.0,,,
6,38,WR-NR,139.0,1941.0,,,
6,39,WR-NR,530.0,1808.0,,,
6,40,WR-NR,158.0,728.0,,,
6,41,WR-NR,942.0,0.0,,,
6,42,WR-NR,0.0,859.0,,,
6,43,WR-NR,2348.0,0.0,,,
6,44,WR-NR,0.0,2211.0,,,
6,45,WR-NR,431.0,0.0,,,
6,46,WR-NR,878.0,0.0,,,
6,47,WR-NR,964.0,0.0,,,
6,48,WR-NR,750.0,257.0,,,
6,50,WR-NR,0.0,0.0,,,
6,51,WR-NR,0.0,30.0,,,
6,52,WR-NR,101.0,0.0,,,
6,53,WR-NR,84.0,0.0,,,
6,54,WR-NR,0.0,0.0,,,
6,55,WR-NR,0.0,0.0,,,
6,56,WR-SR,0.0,1019.0,,,
6,57,WR-SR,0.0,6023.0,,,
6,58,WR-SR,171.0,1713.0,,,
6,59,WR-SR,0.0,2770.0,,,
6,61,WR-SR,1122.0,0.0,,,
6,62,WR-SR,0.0,0.0,,,
6,63,WR-SR,0.0,0.0,,,
6,64,WR-SR,0.0,118.0,,,
7,1,ER-NR,0.0,0.0,,,
7,2,ER-NR,0.0,297.0,,,
7,3,ER-NR,0.0,683.0,,,
7,4,ER-NR,0.0,388.0,,,
7,5,ER-NR,0.0,611.0,,,
7,6,ER-NR,0.0,224.0,,,
7,7,ER-NR,0.0,180.0,,,
7,8,ER-NR,142.0,541.0,,,
7,9,ER-NR,0.0,514.0,,,
7,10,ER-NR,0.0,549.0,,,
7,12,ER-NR,0.0,455.0,,,
7,11,ER-NR,35.0,271.0,,,
7,14,ER-NR,0.0,196.0,,,
7,15,ER-NR,0.0,0.0,,,
7,16,ER-NR,25.0,0.0,,,
