Date,Region,States,Maximum Demand (MW),Shortage (MW),Energy Met (MU),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
की िैदनक दग्रड दनष्प िन ररपोर् र ०भ ०पे्र०के० की वेब  इर् पर उप्लब्ध है |,,,,,,,,,
